47.1316	79.1031	35.2610	119.0302	62.5834	76.1915	91.3948	116.7167	98.4381	24.0448	110.5530	101.3057	77.4689	66.5193	77.5437	0.0000	149.2705	136.6209	143.1207	84.7314	126.5329	102.2228	79.8419	167.1489	89.7021	75.6703	38.6778	82.5511	109.9879	81.9618	94.9279	55.5128
105.1054	71.2659	142.1502	97.6428	141.1796	214.9313	147.7991	48.9220	134.5162	164.3705	96.1601	49.5420	208.0178	151.0505	186.0694	149.2705	0.0000	126.9811	20.2197	194.7593	50.2197	122.9838	131.0031	57.5607	206.3653	74.0765	165.0908	190.3262	39.3271	143.2050	59.1317	166.1371
101.9991	117.5532	159.1084	186.2541	178.5332	156.7188	202.1906	81.7782	42.5707	131.5665	179.5781	99.7750	142.2105	187.2588	109.6830	136.6209	126.9811	0.0000	107.1215	218.7991	77.0201	193.4184	58.9269	181.2151	127.4706	114.6320	173.4782	110.9823	113.2364	63.1431	127.2974	186.8669
96.9367	69.1628	140.8276	109.5178	143.7465	204.3650	154.0728	32.4202	117.1224	155.8071	106.6682	41.9811	196.2403	153.8376	172.3448	143.1207	20.2197	107.1215	0.0000	196.7707	31.0543	131.6874	115.3267	77.3593	192.8200	70.9158	163.3182	176.3477	37.8806	127.4237	61.4117	166.6220
118.9903	128.2547	60.9100	118.5484	53.5979	130.0194	58.2001	179.6620	182.6550	100.4845	113.3052	157.4508	140.5453	43.9046	154.5982	84.7314	194.7593	218.7991	196.7707	0.0000	191.0076	87.4221	164.0358	186.8912	160.0962	127.4093	46.0986	158.9270	158.9362	166.6897	136.0871	32.4434
79.4364	64.6045	131.5775	122.0502	140.3333	180.5557	156.0340	11.5260	86.6182	135.3943	117.2550	35.9242	171.0065	150.3973	145.0317	126.5329	50.2197	77.0201	31.0543	191.0076	0.0000	138.2766	86.4217	104.5783	165.5560	64.3835	152.6373	148.7209	43.4118	98.2794	64.9250	159.2591
98.2639	76.9767	69.2367	31.7148	45.2196	176.3761	29.6851	127.1744	170.7254	126.2676	28.4388	102.6070	179.5128	49.4409	177.2523	102.2228	122.9838	193.4184	131.6874	87.4221	138.2766	0.0000	154.8004	101.6550	191.4603	79.2578	84.6184	182.4183	96.4737	163.2440	73.4128	72.3201
56.5481	88.5887	106.9735	156.4353	130.0871	101.9848	156.7291	82.9448	18.6236	72.6871	148.4500	86.3066	89.3805	137.5543	59.8766	79.8419	131.0031	58.9269	115.3267	164.0358	86.4217	154.8004	0.0000	173.7562	80.1661	84.4185	118.0131	63.0349	101.1337	12.2106	103.9442	133.1474
132.5443	92.0266	147.8948	70.0882	136.1442	240.9632	131.0414	99.6757	181.4325	187.4267	73.8867	87.7071	237.5823	144.3241	221.6269	167.1489	57.5607	181.2151	77.3593	186.8912	104.5783	101.6550	173.7562	0.0000	240.7984	96.3301	169.9667	226.4249	72.7577	185.7002	74.7108	164.6309
108.4960	149.0036	124.6602	204.9749	151.9575	38.9359	180.6049	160.5812	87.8255	65.9884	196.3859	157.9843	22.6784	154.7448	20.5273	89.7021	206.3653	127.4706	192.8200	160.0962	165.5560	191.4603	80.1661	240.7984	0.0000	144.6340	120.2862	17.2017	171.5562	69.5654	166.2980	138.8735
36.2185	4.4128	69.9506	73.2448	75.9754	145.7142	92.7601	52.8713	97.1523	92.9474	65.8411	30.0729	141.4420	86.0609	125.8035	75.6703	74.0765	114.6320	70.9158	127.4093	64.3835	79.2578	84.4185	96.3301	144.6340	0.0000	92.4075	130.7120	34.8156	95.2345	21.6668	96.3452
76.0513	94.4229	23.0183	109.6893	39.4035	96.3801	64.4408	141.7490	136.6366	56.5289	102.1725	121.8993	103.3434	37.5853	111.8815	38.6778	165.0908	173.4782	163.3182	46.0986	152.6373	84.6184	118.0131	169.9667	120.2862	92.4075	0.0000	116.5485	126.6365	120.6086	106.3558	18.5912
94.9234	135.1148	117.8029	193.8315	145.0924	49.3598	173.9199	144.0238	70.7837	60.2494	185.2671	142.3998	33.0793	148.8998	5.1800	82.5511	190.3262	110.9823	176.3477	158.9270	148.7209	182.4183	63.0349	226.4249	17.2017	130.7120	116.5485	0.0000	156.2602	52.3637	152.3021	135.0243
66.7026	32.2660	103.8671	78.6479	105.8661	177.1787	117.0310	33.6645	108.8212	125.7051	74.0439	14.9613	171.2631	115.9589	151.6955	109.9879	39.3271	113.2364	37.8806	158.9362	43.4118	96.4737	101.1337	72.7577	171.5562	34.8156	126.6365	156.2602	0.0000	113.1620	23.8745	129.0401
65.2427	99.4848	111.6838	166.4475	136.0303	94.2618	163.3931	95.0691	20.5790	71.2380	158.3277	98.3776	80.6537	142.9318	49.6898	81.9618	143.2050	63.1431	127.4237	166.6897	98.2794	163.2440	12.2106	185.7002	69.5654	95.2345	120.6086	52.3637	113.1620	0.0000	115.2241	136.6821
57.8743	17.3243	83.3464	59.2884	82.6896	166.7867	93.1664	53.9899	115.1358	113.6142	53.3477	29.7149	162.9257	92.7142	147.4141	94.9279	59.1317	127.2974	61.4117	136.0871	64.9250	73.4128	103.9442	74.7108	166.2980	21.6668	106.3558	152.3021	23.8745	115.2241	0.0000	107.0224
86.5723	97.5742	28.4680	100.2612	28.7612	114.2342	48.5592	148.0061	151.7048	74.8815	93.5055	126.4052	121.7402	22.9341	130.3172	55.5128	166.1371	186.8669	166.6220	32.4434	159.2591	72.3201	133.1474	164.6309	138.8735	96.3452	18.5912	135.0243	129.0401	136.6821	107.0224	0.0000

SPEED_MATRIX_KMH
0	80	60	30	80	30	80	30	30	80	40	60	80	30	80	60	80	60	30	60	40	60	40	30	60	30	80	80	60	60	40	30
60	0	60	40	80	80	40	40	80	80	80	60	30	30	30	80	40	30	40	80	80	30	60	30	60	40	80	60	60	30	40	30
40	60	0	40	80	80	30	40	80	30	60	30	30	30	80	60	80	30	40	80	80	60	80	30	80	80	80	60	80	40	80	80
40	80	60	0	80	60	80	80	80	30	30	40	40	80	30	40	80	30	40	80	80	80	60	30	30	80	40	80	80	40	30	30
40	60	80	80	0	60	40	60	80	60	30	40	80	60	80	80	80	80	60	80	60	30	80	60	30	80	40	80	60	60	30	30
30	60	40	30	80	0	40	30	40	30	60	80	60	80	40	60	30	30	40	40	40	40	40	60	80	30	60	30	40	30	40	80
30	40	40	60	60	80	0	60	60	60	40	30	40	40	40	40	60	80	60	60	30	40	60	30	30	80	80	40	30	60	60	60
30	60	60	40	40	60	80	0	30	80	60	60	60	30	40	40	30	40	40	40	80	60	60	30	40	80	60	80	40	80	80	40
30	80	80	30	40	30	60	60	0	80	80	80	80	60	80	60	80	80	30	80	80	80	40	40	40	30	60	40	60	80	60	30
80	40	40	80	80	80	60	60	80	0	40	80	40	30	60	60	40	60	40	80	60	30	80	60	60	30	30	40	40	60	30	80
40	60	40	30	80	30	30	30	60	40	0	60	30	80	30	40	60	30	40	80	80	60	30	80	80	30	40	40	60	80	80	40
80	60	30	40	30	60	30	30	40	80	80	0	30	60	30	40	30	40	60	60	80	80	80	30	30	30	60	80	40	30	30	30
80	40	30	40	60	80	80	30	30	40	60	30	0	40	40	60	40	40	80	30	40	60	60	60	40	40	40	80	80	80	60	30
30	80	60	80	60	40	40	80	30	60	80	60	80	0	80	80	30	40	80	30	80	40	40	30	60	60	60	40	80	60	30	80
60	40	80	60	80	60	30	60	80	60	60	30	30	30	0	40	40	40	40	40	40	60	30	80	40	80	30	40	60	60	40	80
40	80	80	80	60	80	40	30	30	80	30	80	40	40	40	0	80	40	80	40	80	40	40	30	30	60	30	40	80	80	60	30
80	60	80	60	40	40	40	80	30	80	40	80	80	80	60	40	0	80	30	80	40	40	80	80	80	40	30	80	80	80	30	30
30	80	80	60	30	60	40	40	60	60	80	80	30	80	60	60	60	0	60	80	40	40	80	60	80	60	80	30	40	40	60	30
30	30	40	80	80	40	30	30	60	80	60	60	80	60	80	30	30	30	0	40	30	80	30	60	30	40	30	60	30	80	40	40
40	40	80	30	80	30	80	30	40	80	40	80	40	30	80	40	80	60	30	0	40	80	30	40	40	60	80	40	30	40	30	40
30	80	80	40	60	60	80	30	80	80	30	30	40	80	80	80	80	40	40	80	0	60	80	60	60	80	30	40	40	40	60	30
40	60	30	30	40	30	60	60	80	30	30	30	60	80	40	30	60	80	60	30	60	0	40	30	30	80	30	30	60	60	30	80
30	80	60	40	30	40	40	40	60	80	30	80	30	40	60	40	40	40	40	40	40	40	0	60	80	40	80	40	30	30	80	80
40	80	80	40	40	40	60	80	40	40	80	80	80	80	60	80	60	60	80	40	80	40	40	0	40	80	40	60	30	80	80	80
30	40	40	40	30	60	30	60	30	30	80	60	80	80	80	30	80	40	30	30	30	60	80	60	0	60	60	80	60	80	60	30
30	80	80	80	40	30	30	60	80	40	30	40	30	80	40	30	80	40	60	80	30	30	60	30	80	0	60	30	80	30	40	60
80	30	30	40	60	30	40	60	40	80	60	40	60	80	40	30	60	40	30	80	40	40	30	40	60	30	0	40	40	40	80	60
40	80	80	30	30	80	30	80	40	80	30	60	80	30	60	40	80	30	80	30	80	40	60	60	40	80	40	0	30	30	30	80
60	80	80	60	40	60	60	60	30	30	30	40	80	60	40	60	80	80	40	80	30	40	60	30	40	40	30	80	0	40	40	40
80	30	60	30	40	40	30	80	60	60	60	30	40	30	80	40	60	40	40	80	40	40	30	30	80	60	40	80	30	0	30	60
80	30	40	60	40	40	30	60	80	60	30	40	80	80	30	60	60	40	30	30	60	80	60	80	60	80	30	60	30	60	0	30
30	30	40	40	80	40	80	60	60	60	30	80	40	80	60	40	60	40	40	40	80	30	30	30	60	30	30	80	30	40	40	0

EOF
