98.2639	76.9767	69.2367	31.7148	45.2196	176.3761	29.6851	127.1744	170.7254	126.2676	28.4388	102.6070	179.5128	49.4409	177.2523	102.2228	122.9838	193.4184	131.6874	87.4221	138.2766	0.0000	154.8004	101.6550	191.4603	79.2578	138.1089	28.1860	132.3737	156.4657	195.1502	212.3557	48.9903	178.8752
56.5481	88.5887	106.9735	156.4353	130.0871	101.9848	156.7291	82.9448	18.6236	72.6871	148.4500	86.3066	89.3805	137.5543	59.8766	79.8419	131.0031	58.9269	115.3267	164.0358	86.4217	154.8004	0.0000	173.7562	80.1661	84.4185	90.8071	127.5475	97.7974	83.8804	41.7186	106.9906	136.2585	71.3229
132.5443	92.0266	147.8948	70.0882	136.1442	240.9632	131.0414	99.6757	181.4325	187.4267	73.8867	87.7071	237.5823	144.3241	221.6269	167.1489	57.5607	181.2151	77.3593	186.8912	104.5783	101.6550	173.7562	0.0000	240.7984	96.3301	101.2112	95.3170	91.5847	122.0700	202.1223	266.6783	143.3050	228.5174
108.4960	149.0036	124.6602	204.9749	151.9575	38.9359	180.6049	160.5812	87.8255	65.9884	196.3859	157.9843	22.6784	154.7448	20.5273	89.7021	206.3653	127.4706	192.8200	160.0962	165.5560	191.4603	80.1661	240.7984	0.0000	144.6340	169.8400	169.8960	175.9630	164.0464	91.6158	27.0975	154.0180	12.7453
36.2185	4.4128	69.9506	73.2448	75.9754	145.7142	92.7601	52.8713	97.1523	92.9474	65.8411	30.0729	141.4420	86.0609	125.8035	75.6703	74.0765	114.6320	70.9158	127.4093	64.3835	79.2578	84.4185	96.3301	144.6340	0.0000	65.6287	51.3268	63.2059	80.4623	121.0084	170.3625	84.5802	132.2669
82.4201	65.5578	133.6198	120.9673	141.5910	184.5086	156.5765	13.1760	91.0546	138.9150	116.4347	36.4120	175.1030	151.6855	149.3136	129.5508	46.2285	80.8065	26.8011	192.6937	4.4421	138.1089	90.8071	101.2112	169.8400	65.6287	0.0000	112.5073	9.6629	21.3935	107.0949	196.9172	150.2057	159.6576
71.2296	49.3313	55.2655	36.0388	40.9764	159.1055	44.8700	100.9373	143.0498	106.6320	27.6764	76.3529	160.1512	49.7564	154.2805	83.0451	103.5527	165.2421	109.2074	93.4278	112.2710	28.1860	127.5475	95.3170	169.8960	51.3268	112.5073	0.0000	107.6070	129.9281	167.4534	192.4065	48.6001	157.1699
84.0733	62.5006	132.5241	113.7477	138.6674	188.9999	152.1308	15.5490	99.2150	141.9136	109.6441	33.1615	180.2331	148.7985	155.4494	131.0341	36.7353	90.4205	17.9185	190.6073	13.4852	132.3737	97.7974	91.5847	175.9630	63.2059	9.6629	107.6070	0.0000	30.6973	116.0346	203.0605	147.3325	165.4432
89.4525	81.2944	144.7250	141.1182	155.7675	182.9407	173.0285	29.4173	79.9663	141.5300	136.1535	53.8656	171.9762	165.7124	143.7241	135.6675	65.8352	62.0699	45.6624	205.0515	19.2397	156.4657	83.8804	122.0700	164.0464	80.4623	21.3935	129.9281	30.6973	0.0000	92.3488	190.8274	164.2225	154.9264
97.3740	124.8137	148.5348	194.1920	171.7984	124.0788	198.2874	103.8753	24.4265	108.8803	186.5700	115.3386	108.5591	179.2587	75.6242	119.9190	152.4023	38.2409	133.8280	204.6039	102.7812	195.1502	41.7186	202.1223	91.6158	121.0084	107.0949	167.4534	116.0346	92.3488	0.0000	114.5415	177.9676	88.0223
134.1443	174.6926	143.9549	228.0019	170.8166	41.8060	198.9158	187.6760	113.5360	86.1496	219.4272	184.7522	33.0395	172.3822	47.6185	110.1739	233.3184	151.6568	219.9033	171.6754	192.6259	212.3557	106.9906	266.6783	27.0975	170.3625	196.9172	192.4065	203.0605	190.8274	114.5415	0.0000	171.8244	38.3954
83.8443	84.8566	30.7621	77.3760	8.6802	133.1009	27.2389	137.4215	154.3220	88.2251	70.9638	114.2533	138.8243	1.4901	143.0757	65.6000	149.6937	185.8432	152.4115	45.1954	148.9132	48.9903	136.2585	143.3050	154.0180	84.5802	150.2057	48.6001	147.3325	164.2225	177.9676	171.8244	0.0000	142.0549
96.0798	136.6221	112.4329	192.2301	139.7625	36.7042	168.4794	149.9765	81.0514	53.8520	183.6411	146.3935	20.5892	142.8204	12.4896	77.3391	195.0928	122.1520	182.0492	149.9360	155.4341	178.8752	71.3229	228.5174	12.7453	132.2669	159.6576	157.1699	165.4432	154.9264	88.0223	38.3954	142.0549	0.0000

SPEED_MATRIX_KMH
0	80	30	80	40	80	40	40	80	60	30	60	80	40	30	60	60	60	80	40	30	80	60	60	30	40	40	80	60	30	80	30	40	60
30	0	80	30	30	40	60	40	40	40	80	40	30	40	80	30	30	40	80	30	30	80	60	80	60	60	80	60	40	30	30	30	40	40
40	80	0	40	40	80	80	30	40	60	80	80	80	60	40	30	60	60	40	40	40	40	30	80	80	40	80	40	60	30	40	60	30	40
80	30	30	0	80	30	60	80	60	40	40	80	40	60	30	60	80	30	40	80	60	30	80	40	30	40	40	40	80	40	80	40	80	60
80	60	80	60	0	40	60	30	30	30	40	40	60	40	80	40	60	80	30	60	30	80	30	60	60	80	80	80	60	40	30	80	40	30
30	30	40	80	80	0	30	40	60	30	30	60	30	80	40	80	80	30	60	80	80	30	80	60	80	30	80	40	40	80	40	60	60	60
80	40	60	30	80	60	0	40	60	80	60	40	30	40	30	80	30	30	30	80	80	40	60	40	60	40	40	60	40	80	60	80	60	60
40	30	30	40	30	80	80	0	30	40	40	40	30	80	80	60	60	80	30	30	30	30	40	40	60	80	40	40	80	30	40	40	40	40
60	30	40	30	40	30	40	60	0	80	40	80	30	60	80	30	30	60	60	40	30	40	80	40	80	40	80	80	30	30	60	80	30	60
60	30	80	30	60	40	40	60	30	0	80	60	80	80	40	80	80	40	60	40	30	60	60	40	40	60	40	60	60	40	30	40	80	80
60	40	40	80	40	40	80	80	60	60	0	40	80	80	80	80	40	30	40	60	60	30	60	60	30	40	30	60	60	80	40	30	80	30
30	80	80	40	80	60	60	40	40	40	60	0	60	30	60	60	80	60	40	30	40	60	60	40	80	80	40	40	40	80	80	30	80	60
60	60	80	40	60	40	40	40	60	40	40	30	0	40	40	80	80	80	60	60	80	60	80	80	40	40	30	80	40	60	40	30	40	60
60	80	40	30	40	80	40	80	30	40	40	30	60	0	80	60	30	30	80	40	80	60	80	40	30	60	30	40	60	30	30	40	80	30
80	30	40	30	60	40	40	60	40	40	60	30	60	40	0	80	80	40	40	80	80	30	80	40	40	60	30	40	40	30	60	80	60	30
30	80	40	40	40	40	80	80	30	80	60	30	30	40	80	0	80	30	60	40	30	40	80	60	80	80	80	30	60	80	30	40	40	80
40	80	60	30	60	30	30	60	30	40	60	30	60	80	60	80	0	60	30	60	40	80	60	80	60	80	80	80	60	40	40	30	80	30
30	60	80	80	80	30	30	30	60	30	40	30	40	30	80	40	40	0	80	30	80	30	60	40	60	30	80	80	80	30	40	40	80	30
80	80	80	30	40	40	60	80	80	30	60	60	80	30	80	40	80	40	0	40	40	60	60	30	30	30	60	80	80	60	60	30	30	40
30	40	40	40	80	60	30	60	40	60	40	80	80	30	60	80	30	40	30	0	40	30	80	60	60	30	30	60	80	30	40	30	30	30
60	80	60	30	40	40	40	30	80	40	80	30	30	40	80	30	60	40	40	80	0	80	80	40	40	80	60	60	40	80	80	40	60	60
40	80	40	60	30	60	60	30	40	80	30	60	30	30	80	60	60	30	80	60	60	0	40	80	80	80	30	40	40	60	40	40	30	30
30	40	80	80	40	40	40	60	30	40	80	40	60	40	60	30	40	80	40	30	40	30	0	40	60	80	30	60	60	60	30	30	60	80
80	40	60	40	40	30	40	40	30	60	30	60	40	80	30	30	40	30	60	60	60	60	30	0	80	30	60	80	80	80	40	60	80	40
40	80	60	30	40	40	40	60	60	30	30	60	40	40	80	30	40	40	40	30	60	40	60	30	0	30	60	40	30	60	40	80	40	30
30	40	30	40	60	40	60	40	40	40	40	30	40	40	30	30	30	80	60	30	80	80	40	30	30	0	80	40	80	60	40	40	60	40
60	60	60	30	30	30	80	30	80	60	40	30	60	60	60	40	60	30	30	60	80	80	40	40	30	80	0	60	80	40	80	30	30	40
40	60	60	40	40	30	40	30	80	30	80	30	60	40	80	40	30	40	40	30	40	80	80	40	30	80	30	0	80	60	60	60	30	80
60	60	80	60	40	80	80	80	60	80	60	80	30	40	60	40	80	30	60	80	40	80	30	80	40	80	30	40	0	80	30	40	80	40
30	40	60	30	60	80	80	30	30	80	30	60	30	40	80	30	80	30	60	80	60	60	80	60	30	80	30	30	60	0	30	80	30	60
40	80	30	30	30	40	60	30	40	40	40	60	80	40	60	30	60	30	30	80	80	80	60	30	30	80	40	40	60	40	0	30	40	80
30	30	60	60	60	60	30	40	80	30	60	40	40	60	30	60	40	30	80	60	30	80	40	40	40	60	40	30	30	60	80	0	80	30
60	60	30	40	80	80	80	40	30	80	60	30	30	60	30	80	60	60	30	40	80	30	40	80	40	60	60	80	40	40	80	60	0	60
30	60	40	80	60	40	80	30	40	30	60	30	60	30	30	80	60	80	60	80	30	40	30	80	80	60	30	80	30	60	30	60	40	0

EOF
