55	C	99.68	177.76	0.0989
56	C	89.11	52.01	0.0792
57	C	98.59	69.89	0.0529
58	C	10.21	120.84	0.1157
59	C	61.53	142.19	0.0739
60	C	70.18	193.96	0.0717
61	C	21.45	93.85	0.0852
62	C	116.01	33.29	0.0909
63	C	184.28	91.96	0.0623
64	C	164.36	19.46	0.0830
65	C	94.88	7.40	0.1333
66	C	89.12	5.86	0.0593
67	C	68.33	176.39	0.0983
68	C	152.54	156.88	0.1000
69	C	72.18	105.19	0.1242
70	C	127.92	59.14	0.0977
71	C	182.12	117.46	0.0694
72	C	42.80	38.87	0.0705
73	C	43.63	38.40	0.0880
74	C	161.04	143.88	0.0945
75	C	170.75	101.58	0.1038
76	C	124.25	137.98	0.0643
77	C	144.96	82.90	0.0560
78	C	35.85	112.64	0.1409
79	C	107.65	194.57	0.0897
80	C	5.36	165.57	0.0883
81	C	104.67	80.28	0.0937
82	C	96.82	87.17	0.1200
83	C	109.46	46.44	0.1006
84	C	90.61	15.89	0.1276
85	C	42.24	183.66	0.0716
86	C	109.23	161.87	0.0565
87	C	96.93	70.88	0.0938
88	C	48.76	194.47	0.0948
89	C	172.17	196.61	0.0684
90	C	27.73	97.52	0.0947
91	C	29.15	112.86	0.1392
92	C	11.56	150.96	0.1249
93	C	113.04	28.88	0.1265
94	C	171.83	36.35	0.0553
95	C	149.40	56.65	0.0785
96	C	106.41	86.78	0.1245
97	C	97.71	23.41	0.0828
98	C	135.74	198.97	0.1229
99	C	22.97	21.28	0.1125
100	C	177.01	79.06	0.0508
101	S	64.01	85.87	0.0000
102	S	46.12	53.09	0.0000
103	S	119.52	121.15	0.0000
104	S	185.13	110.99	0.0000

DISTANCE_MATRIX_MILES
0.0000	96.4449	59.7692	78.3691	84.9971	83.0876	70.5841	46.6041	84.7795	2.7379	92.2108	87.9197	53.3333	78.5080	90.0083	110.6227	112.9731	58.9763	120.3303	61.9328	104.6077	47.8869	79.7173	135.4271	47.3691	61.9861	46.9194	95.5619	104.7171	89.8196	18.1979	50.0695	91.2693	89.4281	42.9462	79.3006	28.0177	110.0704	28.7105	132.0531	93.0304	94.1431	91.6054	47.2872	93.0864	97.7690	94.8393	43.5660	90.3218	93.5184	86.5565	78.6332	90.0706	52.9612	85.4684	77.7607	49.2101	30.1430	92.1767	57.0959	98.5785	78.7904	68.6043	84.6626	103.0966	92.7414	94.7666	82.6947	77.4325	28.3000	49.4880	83.9556	83.7181	83.4993	75.1754	70.7676	45.0615	48.1021	65.3834	94.8789	115.1354	20.2654	13.2182	54.3890	84.6325	101.6623	62.5547	29.2814	107.4715	120.5902	72.3125	72.0077	102.0713	72.3056	95.9733	65.7235	14.6921	76.6242	105.2255	110.1384	79.8062	38.6644	71.4395	28.7811	85.8365
96.4449	0.0000	87.4729	173.8747	181.1724	161.7827	157.5772	85.6390	68.3009	98.0237	97.1918	180.3563	123.9789	106.2849	179.6563	176.3007	207.3055	141.8469	186.8162	93.5197	81.6927	138.6018	27.5502	227.2279	89.9577	146.3928	74.2033	82.5334	81.3996	172.2483	110.9479	107.7296	27.5222	51.9550	131.9423	34.8940	117.8273	99.7348	118.6771	132.3977	189.4363	190.5715	126.1977	99.4198	52.9867	189.9625	41.6884	62.4896	168.0465	7.9712	173.0414	162.2650	6.4798	147.8816	181.8454	39.2461	145.1623	125.1853	144.1856	89.0318	67.3075	149.8777	157.0993	107.7601	171.6267	186.4302	189.3135	70.1025	35.4979	106.0881	130.1385	84.3696	177.3450	177.3030	50.9312	93.5450	52.6044	106.3163	126.9401	30.1798	133.9937	113.4536	109.5252	145.1941	179.2380	95.2065	38.9963	124.7714	88.7125	35.7036	142.6997	132.2293	131.3508	161.8881	156.4482	132.8422	106.7280	170.1986	10.1506	202.9316	116.8353	126.4707	163.6124	70.0829	91.4544
59.7692	87.4729	0.0000	110.1666	119.9347	79.6298	127.5627	94.8205	116.9694	62.4840	32.4724	108.8438	112.7802	22.8523	144.2133	89.1309	159.9784	65.6495	99.5837	110.9656	49.5516	71.5232	88.5971	185.3608	97.5735	70.5634	18.5836	131.7065	49.7821	91.3887	58.3121	26.2222	66.2739	112.0136	100.8495	93.3723	86.8799	149.4624	58.0348	177.6104	129.8395	133.3985	145.5378	101.4900	51.6265	149.0244	60.1815	75.6806	84.8226	89.7050	142.9678	83.3165	81.7815	103.8284	126.4792	94.7585	87.8110	70.0830	150.3062	105.1228	126.5934	138.5592	83.3781	27.6110	85.0328	116.5814	121.1243	116.2771	52.9937	87.4339	55.2187	26.0444	133.9161	133.4244	39.5459	11.4816	48.7917	25.9837	124.0367	104.1042	165.9510	59.9854	65.1005	76.6143	112.1960	141.6482	76.4562	71.0612	142.8549	93.1011	132.0573	130.7366	155.2107	88.6904	69.0991	48.7902	56.0294	101.9044	97.5747	159.9149	30.7059	97.3717	124.5335	43.4639	26.3672
78.3691	173.8747	110.1666	0.0000	10.4663	54.8580	64.7137	113.7844	156.9383	77.3580	136.5569	19.8280	89.8111	114.7607	62.6584	87.0746	57.5534	48.1892	91.4006	123.8443	159.2505	38.7460	158.0520	84.5545	112.0436	44.1149	109.4085	164.0728	159.5176	48.7673	62.9521	84.7678	164.4444	165.2000	62.6062	157.2795	67.4944	174.3024	56.2819	186.8074	20.4980	25.5703	137.4625	105.8360	158.8679	57.4309	164.2900	120.5846	58.5442	171.5248	70.0772	43.8113	167.4171	41.1331	22.6302	155.4058	29.2380	48.7150	123.3238	121.5195	171.6083	95.3676	32.3723	120.6142	79.1301	18.3186	17.5779	154.3071	149.7944	83.2124	55.8593	135.2446	45.3687	44.4271	142.6260	116.0675	121.3760	84.5206	102.3623	172.9985	163.4396	60.4443	65.1744	33.6410	8.8841	166.3137	140.8953	49.2504	175.3026	194.1086	94.1579	105.9489	147.6743	28.3424	87.5408	72.3775	67.1606	12.4061	183.0344	62.3643	107.4680	66.3612	49.3970	103.9222	133.0517
84.9971	181.1724	119.9347	10.4663	0.0000	64.7247	61.5993	117.4294	160.7984	83.7340	146.7679	26.7664	90.4581	125.0639	56.1867	96.2697	47.5136	58.6239	100.0254	126.3914	169.1772	48.4115	164.3054	74.4419	115.3528	54.5784	118.4406	167.0713	169.4379	57.8271	70.6581	94.7700	172.7857	169.9846	64.0580	163.1172	71.0846	176.3666	64.8762	187.1187	10.0905	15.1806	137.3089	108.4943	168.0624	49.3028	173.1400	126.1502	67.9967	178.4939	64.6944	53.7390	174.7437	42.0258	13.9724	161.0300	36.0308	56.1883	121.5924	124.5185	175.5522	92.9471	42.7781	130.9546	88.4952	22.0134	18.3121	158.0699	158.2002	86.7685	66.0364	145.1969	38.8402	37.8870	151.5720	126.1130	128.9034	94.4499	102.2934	178.9151	163.0989	68.1631	71.7946	43.6913	14.9693	168.5491	147.2000	56.4552	178.0460	202.4768	92.5290	105.2928	147.2461	38.5921	97.6061	82.8377	74.7987	22.3851	190.1416	52.9730	117.8847	68.4060	45.6238	111.5453	143.1508
83.0876	161.7827	79.6298	54.8580	64.7247	0.0000	109.7374	129.1377	167.4739	83.9282	96.4052	41.0223	120.8717	74.0275	114.3544	33.9552	112.2381	24.2034	41.0003	143.4808	122.6581	39.8729	154.3067	139.1468	129.2448	22.1635	88.0111	178.6468	123.0042	12.2229	65.3342	54.8239	144.5328	170.0635	95.1301	156.2850	90.8217	192.9187	54.7184	212.8309	73.8888	79.7582	167.6365	126.7937	131.1497	111.4042	139.7303	124.5983	7.2430	161.9725	119.5377	11.0638	155.4951	80.6667	77.4370	155.8873	56.6334	59.4959	160.0632	139.2351	180.8087	136.0197	24.7655	78.4620	25.5445	49.2744	55.1755	165.5344	130.3038	103.3754	34.1703	99.6179	97.9104	97.0309	118.5797	80.5004	111.9152	55.9394	134.7320	170.4892	193.0865	63.7850	73.9201	36.1144	50.6737	184.5128	138.1622	61.3643	190.5584	172.4552	132.4934	140.1107	178.3841	27.0235	33.1150	30.9298	68.4187	42.4677	171.8431	117.1886	63.7223	96.0235	97.3995	96.1780	95.1837
70.5841	157.5772	127.5627	64.7137	61.5993	109.7374	0.0000	76.2086	116.8115	67.9595	159.6557	84.3461	38.4326	142.2915	22.5013	143.6742	55.2465	91.2181	150.2897	78.5210	174.7273	73.3269	134.2387	70.2681	72.5839	90.0844	117.1346	118.6646	174.8599	108.2736	69.6189	109.8772	158.7509	130.4016	27.6839	130.3696	42.8324	123.8200	73.1766	129.0378	61.7137	57.7279	78.9854	63.2772	163.3862	34.9598	164.2051	95.3143	115.5987	152.5521	16.0544	99.6212	151.8036	29.3202	50.3668	127.0669	53.5158	60.9763	60.5900	79.0314	131.2063	31.5163	85.2034	148.7267	135.2411	82.4852	79.7722	113.7542	145.9374	51.5779	90.5580	153.0438	28.4330	29.0537	145.4317	137.5203	112.0426	108.4656	45.8369	145.6343	103.8886	68.3151	62.5273	74.6130	73.4604	116.9086	118.9482	59.3776	128.1092	186.8826	32.2562	46.8057	88.0849	84.3717	137.5615	112.1738	71.5545	74.0849	164.5361	47.8789	139.8549	32.4790	16.1285	98.2127	153.9083
46.6041	85.6390	94.8205	113.7844	117.4294	129.1377	76.2086	0.0000	43.3923	45.3821	124.6973	127.6900	39.2893	116.8439	98.6981	157.2232	130.2228	104.9346	166.9271	16.2801	128.4528	91.6612	59.8173	146.3451	4.3418	107.4949	77.1131	50.8029	128.4208	134.9447	63.8183	93.6776	94.3409	54.5889	55.5346	54.9267	46.3900	63.8085	74.4200	85.8719	122.9979	121.9401	51.2738	13.8740	107.6637	110.7732	104.0086	25.6364	136.3797	79.4502	90.4277	123.7605	80.6980	76.5404	112.9273	51.3177	85.8986	71.7750	61.7763	10.7361	58.1700	64.2702	112.2915	122.2568	149.6937	130.7500	131.3075	40.6408	85.0465	30.6673	95.9823	113.4604	100.7051	100.9362	91.2493	106.2576	54.1443	91.6182	41.3813	69.7233	71.3063	65.3681	55.4544	97.6151	121.6331	55.4121	46.9831	70.2174	62.4570	118.7735	57.1319	46.9764	60.5220	115.1924	142.2221	111.9987	60.9653	115.7101	91.0701	123.8487	120.9849	50.2962	86.1204	51.4949	117.6241
84.7795	68.3009	116.9694	156.9383	160.7984	167.4739	116.8115	43.3923	0.0000	84.3880	141.1091	170.1470	78.4190	139.7922	138.9385	192.5607	171.8090	143.5574	202.7463	38.5462	136.2805	132.2696	41.9612	185.7403	45.8233	146.7334	98.4550	15.6443	136.1196	174.5914	102.9513	124.2131	88.5457	18.0733	98.5899	34.0900	89.7231	34.1099	113.4885	65.9595	166.3742	165.2227	61.4807	54.0903	109.8221	151.7662	101.8829	43.7685	174.6664	60.4010	129.5777	163.4099	66.2594	119.8759	156.2278	30.0136	128.6427	113.0440	83.3224	37.8815	14.7878	98.0269	153.0637	143.9997	185.6637	173.6157	174.4046	3.1082	85.7890	74.0316	133.4135	128.2483	142.8653	143.1735	97.9239	127.4083	68.3604	122.2044	74.6552	40.9519	65.7637	104.9005	95.9236	138.5668	164.6234	27.8230	43.1539	111.6708	25.9281	103.9418	91.8141	77.7345	64.6268	156.4239	175.5874	146.1701	99.4253	158.2683	68.9415	164.6697	146.7632	93.4833	128.2759	76.4821	134.0670
2.7379	98.0237	62.4840	77.3580	83.7340	83.9282	67.9595	45.3821	84.3880	0.0000	94.9314	87.4579	50.7111	81.1080	87.5221	111.9707	110.8619	59.7552	121.5902	60.4494	107.3214	47.9607	80.7042	133.1167	45.9254	62.5927	49.6383	94.8272	107.4295	90.3453	18.6723	52.3782	93.4164	89.5833	40.3021	80.0320	25.3266	109.0411	29.3020	130.5320	91.5995	92.5579	89.5347	45.3925	95.6119	95.4434	97.2133	43.8795	91.1699	94.9202	83.9480	79.1452	91.6789	50.8414	83.8224	78.3555	48.1353	29.5773	89.7001	55.7538	98.3393	76.0757	68.7396	87.2811	104.3607	92.0723	93.9386	82.2297	79.6781	25.7892	50.6009	86.6935	81.4933	81.2927	77.6862	73.4612	47.0166	50.4296	62.8713	95.6892	113.2688	20.5214	12.2802	54.3726	83.8190	100.6321	63.5559	28.5627	106.7182	122.6562	69.6165	69.4784	100.0454	72.2899	97.6324	67.4041	15.5854	76.0310	106.6879	107.8745	82.2547	35.9681	69.0635	31.0510	88.5664
92.2108	97.1918	32.4724	136.5569	146.7679	96.4052	159.6557	124.6973	141.1091	94.9314	0.0000	131.8405	145.0540	22.5124	175.6284	94.4495	189.3022	89.1330	103.8433	140.5052	27.3148	99.0265	106.6723	215.2804	127.8069	93.7786	47.8474	156.4870	27.7049	108.6254	90.1114	52.6266	70.8199	133.0200	133.1807	112.9248	119.3295	174.7671	88.5261	204.5608	156.8402	161.0113	175.8922	132.5384	47.2849	179.6657	59.1150	103.1719	99.7660	101.7659	174.8863	103.0027	92.8824	135.0310	154.8069	115.2801	117.2101	100.9010	182.0301	134.5803	148.6712	170.9970	106.7740	18.1594	93.1591	140.0519	145.1832	140.9310	62.3336	119.6852	80.7319	13.2186	164.4765	163.9252	46.9102	22.1710	73.7289	53.3872	156.0255	120.3997	195.0041	91.5989	97.3608	103.1122	137.1728	167.4103	98.3443	102.0680	166.9145	90.2941	164.4556	162.7290	185.1978	111.9931	74.8488	66.9762	88.1235	126.8605	106.4585	190.0373	32.9374	129.7945	155.8735	73.4018	7.1454
87.9197	180.3563	108.8438	19.8280	26.7664	41.0223	84.3461	127.6900	170.1470	87.4579	131.8405	0.0000	107.2622	109.4324	82.2059	70.3644	73.1003	43.3041	73.5044	139.0584	156.3595	41.7564	167.0477	99.5652	126.4216	38.4403	111.4320	178.4401	156.6633	32.1452	70.6433	82.6476	168.1013	176.8922	79.7802	167.1211	82.3179	189.7777	61.8280	204.0432	34.3375	40.5928	155.2526	121.0975	159.5612	76.0401	166.2473	131.3364	42.8976	178.8225	89.8729	30.8644	173.8786	59.3008	40.6976	165.6743	41.8971	57.8824	142.2115	136.1981	184.5987	114.6684	25.4802	114.7636	62.9319	8.4149	14.1861	167.6767	153.3940	97.7070	53.7763	132.4477	64.8438	63.8938	144.4584	112.9270	127.8557	82.8870	120.2731	182.5618	181.2879	68.2379	75.2390	35.1709	11.8713	181.6243	149.9512	58.9864	189.9432	197.4524	113.1010	124.2551	165.6387	20.1634	74.0531	65.1518	74.8185	12.0473	189.9164	79.4223	100.6537	82.9134	69.1891	110.4707	129.2793
53.3333	123.9789	112.7802	89.8111	90.4581	120.8717	38.4326	39.2893	78.4190	50.7111	145.0540	107.2622	0.0000	131.8159	60.5365	153.1328	93.6106	98.0498	161.5397	40.0913	154.8578	81.0079	98.9016	107.6958	35.2791	98.8745	98.2079	80.4856	154.9104	123.2353	62.4828	102.2596	129.3649	92.4564	27.4935	94.2096	30.8490	86.9832	70.8266	96.9967	93.6660	91.1590	48.0635	25.6265	138.5293	73.3894	137.0874	61.7745	127.7536	118.1884	51.5243	112.7648	118.6698	48.7541	82.5951	90.6014	67.1436	62.0823	40.2357	40.7629	92.7764	27.3979	99.0447	137.9913	144.8761	108.0427	107.0201	75.3524	118.1226	25.3705	92.7539	135.9412	65.4242	65.8478	120.9165	123.9471	84.4806	100.4087	13.8673	108.9552	74.0927	62.5795	52.8015	85.1779	98.5396	79.6224	84.9885	60.1518	90.3206	155.7410	20.2246	19.7002	58.5942	100.2614	142.2131	113.0432	62.0660	95.4513	129.9693	86.2557	132.5796	25.1006	51.0849	74.6469	138.4681
78.5080	106.2849	22.8523	114.7607	125.0639	74.0275	142.2915	116.8439	139.7922	81.1080	22.5124	109.4324	131.8159	0.0000	156.8652	74.8589	168.5537	66.9754	84.7979	133.0765	48.7817	77.9276	110.2761	194.8564	119.3886	71.5397	41.4330	154.5571	49.1409	86.2501	72.9202	32.6908	82.3677	134.4580	116.8525	115.4475	103.9667	172.3095	69.5979	200.3053	135.1529	139.5273	167.0853	122.6736	62.4595	159.9685	73.2234	98.4470	77.6300	109.4561	157.0127	80.4910	101.0619	116.2359	133.6536	117.0480	96.9244	82.0629	170.4291	127.2912	149.2344	156.5409	84.4885	6.4367	72.5658	117.6769	122.8705	139.1210	70.8567	106.7624	59.1824	27.0419	144.7713	144.1667	55.7687	13.0188	71.5289	33.9185	143.7876	125.3960	188.1231	74.0327	81.2185	81.5766	115.0328	164.4811	98.9105	83.4283	165.6881	106.0282	150.3829	150.4450	176.9616	89.6731	54.7343	44.4725	71.6595	104.7540	116.1734	169.8428	11.7186	114.0540	137.1106	65.8787	21.4819
90.0083	179.6563	144.2133	62.6584	56.1867	114.3544	22.5013	98.6981	138.9385	87.5221	175.6284	82.2059	60.5365	156.8652	0.0000	147.9781	34.5584	99.4720	153.2958	100.4958	192.5694	82.5976	156.6306	47.8047	95.0442	97.3023	135.5017	140.1328	192.7307	110.4945	85.9415	124.1744	179.8304	152.8016	48.2530	152.8421	63.2411	144.1727	87.3253	146.5269	52.6467	47.1303	97.1692	85.6793	183.0819	13.8808	184.6030	117.5713	119.2901	174.7790	11.2914	103.5323	173.8042	40.6527	42.5569	149.5581	61.9652	74.8636	75.9516	101.2784	153.2152	47.3701	89.6811	163.2752	139.7112	78.2001	74.1247	135.8645	166.6632	73.5689	101.3082	170.1071	17.3803	18.3335	165.1822	153.4799	133.0126	123.0015	66.3355	168.1300	120.7412	84.2283	80.3143	82.1010	70.4208	137.6168	141.1818	73.6032	149.1631	208.3219	50.6714	66.0343	105.3021	87.5442	144.8511	122.4328	88.5624	74.1522	186.7799	25.9441	153.0771	53.5330	19.7706	118.3806	170.3095
110.6227	176.3007	89.1309	87.0746	96.2697	33.9552	143.6742	157.2232	192.5607	111.9707	94.4495	70.3644	153.1328	74.8589	147.9781	0.0000	143.4001	55.0850	10.5553	172.4044	121.7468	72.5363	173.6138	169.9292	157.8957	54.6499	102.7679	204.9616	122.1405	38.4450	94.1584	70.3032	155.1585	192.7411	128.1865	176.8311	122.5580	220.3770	84.0106	242.4117	104.6317	110.8070	198.9273	156.6016	137.1371	144.3463	147.4701	148.8538	28.7129	177.9100	153.4216	44.4859	170.4081	114.5487	109.6537	177.1351	90.4312	91.0905	192.8211	167.7024	204.9887	169.5345	58.6716	76.8201	8.4430	77.7196	83.6206	190.9449	142.1238	133.8703	61.6793	101.8431	131.2977	130.3992	128.2487	85.4808	130.9308	72.0973	166.9875	189.7447	223.9282	93.0910	103.5283	69.6055	81.5003	211.9887	158.7447	93.0150	216.8583	180.5000	165.7503	172.6213	209.6684	60.4346	20.2419	46.4676	96.4922	74.7573	186.4418	149.2296	63.1404	128.6548	131.3050	117.4696	95.7692
112.9731	207.3055	159.9784	57.5534	47.5136	112.2381	55.2465	130.2228	171.8090	110.8619	189.3022	73.1003	93.6106	168.5537	34.5584	143.4001	0.0000	104.1823	146.4868	133.6904	209.4786	90.6551	186.0322	27.0223	126.8863	100.6519	154.7229	173.9058	209.6946	105.0026	104.0856	136.6759	204.2420	184.7789	76.0299	182.9803	89.5135	178.5580	102.0504	180.9064	38.7732	32.6125	131.7066	117.9031	204.0566	20.7200	207.2023	146.5793	115.3884	203.1244	45.6439	101.2439	201.1831	60.0213	35.5948	180.0001	72.2317	90.5016	110.0940	133.9406	186.3027	81.8571	89.7346	174.7255	135.7878	66.3028	60.7047	168.7743	190.3131	102.5189	109.6577	185.9401	30.0337	30.0214	186.5637	167.7156	157.8251	135.9558	100.5702	198.5918	155.0262	101.8867	101.1666	87.6166	61.9529	171.8694	169.8253	89.8689	183.2447	233.5150	85.2062	100.5408	139.7029	85.8915	145.0740	128.5269	107.5817	69.8362	215.1347	10.6680	162.5801	81.5608	44.3121	141.7087	184.8982
58.9763	141.8469	65.6495	48.1892	58.6239	24.2034	91.2181	104.9346	143.5574	59.7552	89.1330	43.3041	98.0498	66.9754	99.4720	55.0850	104.1823	0.0000	63.6583	119.3173	113.1379	18.0125	132.2529	131.0764	105.0543	4.9196	69.8536	154.5314	113.4362	31.5016	41.1379	39.4275	126.9724	146.7254	73.3778	133.7297	67.5406	168.7189	30.5164	188.7978	68.6863	73.4923	144.1533	102.7477	116.7462	99.1274	123.9899	101.0129	31.4451	141.3421	102.8948	20.6989	135.4420	61.9400	68.6230	133.0789	37.9910	36.0514	137.7749	115.0394	157.0529	115.1309	17.8446	72.6565	46.8361	51.2563	56.1629	141.5628	112.3804	79.4800	11.7108	89.1862	84.4700	83.6940	102.2902	69.6834	90.5368	39.7904	111.9070	148.3352	169.4114	39.5842	49.7584	17.4011	48.0606	160.3136	115.7360	37.9680	166.4361	155.8701	111.0172	117.5412	154.9041	23.1544	46.3560	24.3617	44.2884	37.7801	151.7518	107.1137	59.2902	73.6216	80.9047	74.0318	86.2114
120.3303	186.8162	99.5837	91.4006	100.0254	41.0003	150.2897	166.9271	202.7463	121.5902	103.8433	73.5044	161.5397	84.7979	153.2958	10.5553	146.4868	63.6583	0.0000	181.9531	131.0721	80.5987	184.1465	172.6300	167.4862	62.6851	113.3221	215.0048	131.4701	42.8091	103.5553	80.8265	165.5244	203.1370	136.0834	187.3278	131.1761	230.2553	93.2529	251.8549	107.7966	114.0836	207.8019	165.9142	147.1957	148.8288	157.6510	159.0803	34.7126	188.4550	159.3065	50.6711	180.9363	121.4274	113.7260	187.6023	97.5389	99.6921	200.9541	177.3439	215.2743	177.0050	65.1007	86.4577	17.2338	80.2424	85.9901	201.0923	152.5687	142.9518	71.0761	111.6902	136.3343	135.4157	138.6060	95.6894	141.4500	82.6085	175.4069	200.2830	232.9825	102.3758	112.7808	77.1111	85.0780	221.8582	169.2299	101.6013	226.9119	190.6427	173.4895	180.9020	218.5518	66.1562	30.5367	56.8106	106.0505	79.3361	196.9550	152.9064	73.0947	136.8358	137.3202	127.8752	105.4770
61.9328	93.5197	110.9656	123.8443	126.3914	143.4808	78.5210	16.2801	38.5462	60.4494	140.5052	139.0584	40.0913	133.0765	100.4958	172.4044	133.6904	119.3173	181.9531	0.0000	143.1526	105.1098	66.3271	147.1942	14.5761	121.5781	93.1100	40.9876	143.0993	148.6380	78.4527	109.8232	105.7358	53.8537	62.6120	60.0441	56.7452	50.7325	88.9231	70.1228	130.9862	129.2227	36.2026	18.0148	121.1161	113.4719	116.4727	38.9900	150.7049	86.5785	91.0379	137.5185	89.3155	84.5459	120.3631	55.8988	97.1869	85.0002	50.7103	5.9390	52.7204	60.1225	125.4357	138.4489	164.7364	141.4090	141.4181	35.4500	97.8016	41.4971	110.8830	129.0376	105.1927	105.5612	105.3518	122.3800	68.7638	107.7667	36.4941	73.0173	55.0491	79.7921	69.5621	110.7577	132.0798	42.5706	56.6788	83.3130	51.6669	128.1122	53.6174	40.3626	44.7950	127.9613	157.8619	127.6111	75.9186	127.0122	97.5218	126.3019	137.2642	57.9998	90.6864	67.5542	133.4043
104.6077	81.6927	49.5516	159.2505	169.1772	122.6581	174.7273	128.4528	136.2805	107.3214	27.3148	156.3595	154.8578	48.7817	192.5694	121.7468	209.4786	113.1379	131.0721	143.1526	0.0000	120.8131	97.4040	234.6931	132.1282	117.9494	57.6958	151.9249	0.4111	134.8685	106.7882	74.5064	54.1714	125.1572	147.3364	104.6364	132.6066	170.3883	107.4513	201.8021	179.1442	182.8420	179.3241	138.4661	28.7322	198.0637	40.2001	104.2509	126.4065	87.7453	190.4862	128.5532	78.7936	152.5926	176.0119	107.7902	137.3515	119.3042	188.9169	137.2616	141.3331	181.8530	130.9726	45.3028	120.4492	164.3907	169.2558	136.7054	51.0185	129.8733	103.6403	24.0238	183.0385	182.5806	38.6093	43.4570	74.4121	74.7356	164.2707	108.7550	195.6525	108.6764	112.4328	125.6113	160.7319	163.7745	93.3393	120.1685	161.2323	67.0950	174.9194	170.8825	187.7248	136.2690	102.1598	92.4660	104.0114	150.3919	89.7286	209.1996	59.9058	143.2562	173.0594	80.2733	27.4781
47.8869	138.6018	71.5232	38.7460	48.4115	39.8729	73.3269	91.6612	132.2696	47.9607	99.0265	41.7564	81.0079	77.9276	82.5976	72.5363	90.6551	18.0125	80.5987	105.1098	120.8131	0.0000	125.7650	117.1194	91.2547	17.9253	71.0286	142.1370	121.0692	43.5558	29.8413	46.5851	126.9678	137.2902	55.6524	126.2394	51.0345	155.3196	20.2183	173.7074	58.3376	62.1199	127.8593	87.9001	120.2507	83.4106	126.0200	91.3762	46.8250	137.0997	85.3967	32.5159	132.1237	44.1249	55.7921	125.0537	20.6393	20.1357	120.3727	101.2794	146.2947	97.2180	20.7941	84.0745	64.1705	48.0586	51.5453	130.0426	112.2576	64.1995	19.1729	96.8642	68.4183	67.7073	104.2734	77.9359	86.1048	46.1444	94.8715	141.4751	153.4218	27.6353	36.4211	6.6751	41.8392	146.9587	108.7611	21.8942	153.9441	156.5000	93.2449	100.3075	138.6002	24.4564	64.3316	39.8376	33.8323	32.0364	148.1627	92.4051	72.1204	56.2372	63.6000	68.7421	95.0619
