93.6927	62.3985	82.5934	8.5894	64.7709	186.6894	57.2552	106.7890	162.4728	133.9643	0.0000	82.9645	187.3917	71.8159	180.1047	110.5530	96.1601	179.5781	106.6682	113.3052	117.2550	28.4388	148.4500	73.8867	196.3859	65.8411	38.0812	24.0175
55.8330	29.3976	99.7420	88.5601	105.5997	165.3918	120.1925	24.6088	93.8724	115.1020	82.9645	0.0000	158.6843	115.7240	137.9344	101.3057	49.5420	99.7750	41.9811	157.4508	35.9242	102.6070	86.3066	87.7071	157.9843	30.0729	107.1250	75.1775
105.4636	145.6645	110.9479	195.9406	137.7779	16.5966	165.8924	164.6860	100.5981	53.5566	187.3917	158.6843	0.0000	139.3977	32.9363	77.4689	208.0178	142.2105	196.2403	140.5453	171.0065	179.5128	89.3805	237.5823	22.6784	141.4420	173.1773	163.5132
85.2599	86.3268	31.8248	78.1309	10.1344	133.5138	26.8833	138.9048	155.6399	89.0116	71.8159	115.7240	139.3977	0.0000	143.9494	66.5193	151.0505	187.2588	153.8376	43.9046	150.3973	49.4409	137.5543	144.3241	154.7448	86.0609	39.8060	53.4566
89.9400	130.2021	112.7814	188.6707	140.0535	48.6697	168.8836	140.0809	68.7640	55.4686	180.1047	137.9344	32.9363	143.9494	0.0000	77.5437	186.0694	109.6830	172.3448	154.5982	145.0317	177.2523	59.8766	221.6269	20.5273	125.8035	172.5839	157.1294
47.1316	79.1031	35.2610	119.0302	62.5834	76.1915	91.3948	116.7167	98.4381	24.0448	110.5530	101.3057	77.4689	66.5193	77.5437	0.0000	149.2705	136.6209	143.1207	84.7314	126.5329	102.2228	79.8419	167.1489	89.7021	75.6703	96.3864	86.5512
105.1054	71.2659	142.1502	97.6428	141.1796	214.9313	147.7991	48.9220	134.5162	164.3705	96.1601	49.5420	208.0178	151.0505	186.0694	149.2705	0.0000	126.9811	20.2197	194.7593	50.2197	122.9838	131.0031	57.5607	206.3653	74.0765	130.7365	100.7361
101.9991	117.5532	159.1084	186.2541	178.5332	156.7188	202.1906	81.7782	42.5707	131.5665	179.5781	99.7750	142.2105	187.2588	109.6830	136.6209	126.9811	0.0000	107.1215	218.7991	77.0201	193.4184	58.9269	181.2151	127.4706	114.6320	194.8051	165.6248
96.9367	69.1628	140.8276	109.5178	143.7465	204.3650	154.0728	32.4202	117.1224	155.8071	106.6682	41.9811	196.2403	153.8376	172.3448	143.1207	20.2197	107.1215	0.0000	196.7707	31.0543	131.6874	115.3267	77.3593	192.8200	70.9158	138.3695	106.9611
118.9903	128.2547	60.9100	118.5484	53.5979	130.0194	58.2001	179.6620	182.6550	100.4845	113.3052	157.4508	140.5453	43.9046	154.5982	84.7314	194.7593	218.7991	196.7707	0.0000	191.0076	87.4221	164.0358	186.8912	160.0962	127.4093	76.9517	97.0073
79.4364	64.6045	131.5775	122.0502	140.3333	180.5557	156.0340	11.5260	86.6182	135.3943	117.2550	35.9242	171.0065	150.3973	145.0317	126.5329	50.2197	77.0201	31.0543	191.0076	0.0000	138.2766	86.4217	104.5783	165.5560	64.3835	143.0179	111.0369
98.2639	76.9767	69.2367	31.7148	45.2196	176.3761	29.6851	127.1744	170.7254	126.2676	28.4388	102.6070	179.5128	49.4409	177.2523	102.2228	122.9838	193.4184	131.6874	87.4221	138.2766	0.0000	154.8004	101.6550	191.4603	79.2578	10.4734	28.0229
56.5481	88.5887	106.9735	156.4353	130.0871	101.9848	156.7291	82.9448	18.6236	72.6871	148.4500	86.3066	89.3805	137.5543	59.8766	79.8419	131.0031	58.9269	115.3267	164.0358	86.4217	154.8004	0.0000	173.7562	80.1661	84.4185	153.5645	129.1501
132.5443	92.0266	147.8948	70.0882	136.1442	240.9632	131.0414	99.6757	181.4325	187.4267	73.8867	87.7071	237.5823	144.3241	221.6269	167.1489	57.5607	181.2151	77.3593	186.8912	104.5783	101.6550	173.7562	0.0000	240.7984	96.3301	111.7507	91.3878
108.4960	149.0036	124.6602	204.9749	151.9575	38.9359	180.6049	160.5812	87.8255	65.9884	196.3859	157.9843	22.6784	154.7448	20.5273	89.7021	206.3653	127.4706	192.8200	160.0962	165.5560	191.4603	80.1661	240.7984	0.0000	144.6340	186.0260	172.9634
36.2185	4.4128	69.9506	73.2448	75.9754	145.7142	92.7601	52.8713	97.1523	92.9474	65.8411	30.0729	141.4420	86.0609	125.8035	75.6703	74.0765	114.6320	70.9158	127.4093	64.3835	79.2578	84.4185	96.3301	144.6340	0.0000	81.8833	51.2607
97.1340	80.0979	62.2967	42.0269	36.7301	169.2937	19.3305	131.7273	170.0776	120.3525	38.0812	107.1250	173.1773	39.8060	172.5839	96.3864	130.7365	194.8051	138.3695	76.9517	143.0179	10.4734	153.5645	111.7507	186.0260	81.8833	0.0000	32.0250
73.0639	48.9580	59.2035	32.4807	44.8243	162.6738	47.2280	99.7864	144.3628	110.0336	24.0175	75.1775	163.5132	53.4566	157.1294	86.5512	100.7361	165.6248	106.9611	97.0073	111.0369	28.0229	129.1501	91.3878	172.9634	51.2607	32.0250	0.0000

SPEED_MATRIX_KMH
0	60	60	40	30	60	80	40	30	30	60	60	40	60	40	60	40	60	80	60	60	30	30	30	80	60	80	40
40	0	30	30	30	80	60	60	40	60	60	60	60	30	40	80	60	60	60	80	30	40	60	80	60	40	60	30
40	80	0	60	30	60	40	80	30	30	40	40	80	80	30	40	40	40	60	60	40	40	80	80	30	80	30	30
80	30	80	0	80	60	30	40	80	60	60	40	60	60	60	30	30	40	80	30	40	40	60	60	40	60	40	80
40	80	40	60	0	40	60	40	30	30	80	60	30	80	40	80	60	80	80	40	80	30	80	80	30	30	30	80
60	60	60	80	30	0	30	30	80	30	60	60	80	30	30	60	60	40	60	30	30	40	80	40	40	60	40	80
80	40	80	80	30	80	0	40	80	60	80	30	60	60	80	30	40	80	40	40	30	40	60	80	60	80	30	80
30	60	30	30	80	30	60	0	40	30	30	30	60	80	40	30	30	40	60	40	30	80	60	40	60	80	80	40
80	30	60	40	40	60	60	30	0	40	80	80	60	80	40	40	80	30	60	80	30	30	40	30	40	40	80	40
80	40	60	40	60	80	30	60	60	0	60	60	80	30	60	30	80	80	60	30	60	60	80	30	60	80	60	80
60	30	80	30	30	40	80	30	30	80	0	60	60	80	30	40	40	30	60	40	40	30	40	30	80	60	60	60
40	30	40	60	60	30	30	40	80	30	40	0	60	30	80	40	30	60	40	30	40	30	60	40	30	40	40	80
80	60	80	40	60	80	60	40	60	60	80	60	0	30	80	80	30	30	60	30	30	40	80	40	60	80	80	30
60	30	60	30	30	80	80	80	80	80	60	40	40	0	60	30	40	60	60	40	30	30	60	60	40	80	80	30
30	30	40	30	40	40	40	60	40	60	80	80	30	80	0	80	60	40	40	40	60	30	30	30	60	60	40	80
40	40	30	80	40	60	30	60	60	40	80	40	40	60	60	0	80	30	60	40	30	30	40	30	60	40	80	80
40	40	40	30	60	60	60	30	30	80	80	30	40	30	80	40	0	80	40	30	30	30	60	80	60	80	80	80
60	40	80	40	60	40	40	40	80	80	40	60	40	30	30	80	80	0	30	60	60	60	80	40	80	80	30	30
30	60	80	40	30	80	30	40	80	30	80	30	40	40	80	80	80	80	0	60	60	60	80	40	30	40	30	40
80	30	80	80	30	30	60	30	30	40	80	80	80	30	80	60	30	60	40	0	30	40	40	40	60	80	80	30
40	40	30	80	60	60	80	60	30	60	80	30	60	40	30	40	30	80	40	30	0	80	80	30	40	60	60	80
30	30	40	30	30	40	60	60	80	80	30	60	30	30	40	80	30	60	30	80	40	0	60	30	40	40	30	40
40	40	40	30	30	30	80	60	30	80	40	60	60	40	30	30	40	40	30	60	60	40	0	30	60	30	30	40
60	60	40	40	40	30	80	60	60	30	60	80	60	80	80	80	60	60	40	30	60	40	80	0	80	80	60	30
80	80	40	30	30	40	60	40	80	80	30	30	30	60	60	80	30	80	40	60	60	30	30	40	0	60	60	80
30	80	60	60	30	30	80	40	80	80	30	80	80	40	80	40	40	60	80	40	40	40	80	60	30	0	60	80
30	80	30	60	80	60	30	30	80	40	40	80	30	80	80	40	80	40	40	30	40	60	30	60	80	60	0	60
30	40	60	60	40	40	30	30	60	60	30	80	40	60	30	40	60	40	80	60	60	80	80	60	40	60	60	0

EOF
