67.8000	30.8617	98.0837	133.6911	77.9633	169.3640	138.4147	77.9716	78.2857	156.3933	101.2658	123.7556	50.7433	0.0000	165.3259	37.9874	36.9887
97.6873	190.2234	158.4297	60.8089	137.8353	23.4607	58.0291	87.5094	146.0398	60.0823	105.4992	111.7336	116.8805	165.3259	0.0000	184.7910	180.6121
89.4040	54.4129	77.1901	162.9518	115.6584	192.8225	167.4011	99.0352	63.3640	185.8413	100.1765	159.5802	68.8768	37.9874	184.7910	0.0000	69.5142
88.4426	19.6264	135.0416	137.8250	62.8510	179.9847	142.7256	97.6989	114.9466	159.0669	133.6766	113.9581	77.4355	36.9887	180.6121	69.5142	0.0000

SPEED_MATRIX_KMH
0	60	80	60	30	60	30	60	80	40	80	60	80	80	40	80	30
40	0	80	30	60	40	80	40	30	40	60	30	80	40	60	80	80
60	60	0	40	30	30	80	60	40	30	30	60	40	60	30	60	80
60	60	80	0	80	80	80	40	60	30	60	40	80	30	60	80	60
80	80	30	80	0	60	40	80	30	60	30	30	40	60	30	30	60
40	40	80	80	40	0	40	30	80	60	60	60	30	80	30	60	30
30	40	80	30	30	60	0	80	30	80	80	60	40	40	40	60	80
60	80	80	60	60	80	60	0	40	60	80	40	40	40	40	40	40
60	30	80	40	80	40	40	80	0	40	40	30	40	80	60	30	30
30	60	80	60	40	80	30	30	60	0	30	60	60	30	40	60	40
40	30	30	40	30	60	30	30	60	60	0	80	60	80	40	40	80
60	30	60	30	30	60	30	40	30	40	60	0	30	80	60	80	30
30	40	30	60	30	30	30	40	60	30	60	40	0	40	40	30	30
40	30	30	40	40	80	60	30	40	60	80	80	80	0	40	80	30
30	80	60	80	40	30	40	30	60	80	60	40	40	30	0	80	60
30	80	40	30	80	30	60	30	80	30	80	30	80	30	30	0	30
80	60	40	40	60	60	60	40	80	80	30	40	80	80	60	40	0

EOF
