94.2689	127.1894	97.2244	2.7014	131.3198	126.8548	88.1273	40.7569	118.4929	140.7999	0.0000	120.4504	208.1893	142.9567	118.5221	183.1089	112.8238	45.5472	33.2302	60.4654	60.4302	122.2273	86.8742	143.3438	183.0027	102.2669	134.9955
29.0400	20.0950	82.7788	123.0589	43.9708	29.5513	136.5424	82.8033	119.6827	25.8071	120.4504	0.0000	93.3108	65.3755	49.4904	102.9763	8.7223	137.5082	97.9596	88.2017	100.0297	56.3787	37.4589	40.7371	80.0014	135.5884	44.7121
122.2974	99.2216	171.2792	210.8851	117.1594	107.3801	228.4174	174.0784	204.5175	87.0081	208.1893	93.3108	0.0000	131.2837	131.0064	146.7033	102.0301	230.3363	189.9437	181.4762	170.3661	135.5690	130.6910	65.5690	36.6655	225.4800	114.8185
63.5859	45.6456	56.3158	144.9665	21.4624	35.8249	114.3460	102.8371	77.9955	49.4742	142.9567	65.3755	131.2837	0.0000	25.4696	42.4575	62.6359	138.4977	111.0456	87.1932	148.2520	20.7344	65.7735	102.0978	133.5543	105.4665	20.8745
39.7395	33.4387	41.6400	120.6299	15.9627	23.9055	101.0581	78.0429	73.6809	44.0184	118.5221	49.4904	131.0064	25.4696	0.0000	67.8190	44.1157	118.0756	87.3762	65.5013	123.1589	7.2513	40.7954	89.7066	126.2074	95.5206	19.5873
105.7028	82.9646	89.7020	184.9558	61.7280	74.6640	140.6743	143.7884	96.5172	81.2584	183.1089	102.9763	146.7033	42.4575	67.8190	0.0000	102.1020	173.1472	150.4153	124.7940	190.6829	62.3116	108.2126	134.3727	158.4166	128.0739	59.6134
20.3759	20.0470	74.9878	115.4055	41.2519	27.4578	128.0064	74.6124	112.3068	29.9850	112.8238	8.7223	102.0301	62.6359	44.1157	102.1020	0.0000	128.9035	89.5662	79.4802	95.6988	51.2515	28.7981	48.1063	88.1878	127.3528	42.7014
108.5398	137.6660	83.5894	44.3657	133.4400	133.9091	49.0110	57.7326	90.0532	151.8970	45.5472	137.5082	230.3363	138.4977	118.0756	173.1472	128.9035	0.0000	41.3468	52.8045	104.0987	119.1813	100.1273	168.9500	210.4605	65.4781	137.2294
69.4871	100.7583	64.0191	34.7938	101.2125	98.7092	65.6596	16.3860	87.7012	114.8793	33.2302	97.9596	189.9437	111.0456	87.3762	150.4153	89.5662	41.3468	0.0000	27.3537	72.5260	90.4232	61.2611	127.7707	169.1918	76.6644	104.9787
59.4202	85.7368	36.8102	61.8698	80.6890	81.3367	52.5354	29.8264	62.4023	99.8954	60.4654	88.2017	181.4762	87.1932	65.5013	124.7940	79.4802	52.8045	27.3537	0.0000	92.9230	67.1711	51.1843	123.8654	165.5217	58.3252	84.4846
85.5098	115.1578	122.2481	62.5031	130.0253	119.7249	138.1714	63.1513	154.8566	125.4206	60.4302	100.0297	170.3661	148.2520	123.1589	190.6829	95.6988	104.0987	72.5260	92.9230	0.0000	129.3725	82.4788	105.6616	139.2281	148.7526	132.8855
46.7391	39.4997	39.6380	124.2451	18.6138	29.5325	99.1495	82.1225	68.9762	48.9231	122.2273	56.3787	135.5690	20.7344	7.2513	62.3116	51.2515	119.1813	90.4232	67.1711	129.3725	0.0000	47.3018	96.3243	132.1441	92.5002	21.5852
8.4224	40.3274	54.3696	89.3384	48.3264	40.6767	101.4303	47.0842	92.6011	54.1121	86.8742	37.4589	130.6910	65.7735	40.7954	108.2126	28.7981	100.1273	61.2611	51.1843	82.4788	47.3018	0.0000	73.1443	114.6034	102.7124	51.5371
65.4797	57.3290	123.0869	146.0451	81.6604	67.5972	174.5442	111.4941	160.3318	53.5952	143.3438	40.7371	65.5690	102.0978	89.7066	134.3727	48.1063	168.9500	127.7707	123.8654	105.6616	96.3243	73.1443	0.0000	41.7399	174.9716	81.3509
106.7311	92.7711	162.6766	185.6972	115.3234	102.6121	215.8128	152.8541	198.9705	84.4149	183.0027	80.0014	36.6655	133.5543	126.2074	158.4166	88.1878	210.4605	169.1918	165.5217	139.2281	132.1441	114.6034	41.7399	0.0000	215.5370	114.0405
109.7373	126.2656	54.2472	102.3148	110.8918	118.3700	16.9554	86.3885	31.9984	138.8152	102.2669	135.5884	225.4800	105.4665	95.5206	128.0739	127.3528	65.4781	76.6644	58.3252	148.7526	92.5002	102.7124	174.9716	215.5370	0.0000	114.0626
47.3854	24.8149	60.7783	137.2349	3.8022	15.3171	120.3293	94.2420	90.1594	29.6314	134.9955	44.7121	114.8185	20.8745	19.5873	59.6134	42.7014	137.2294	104.9787	84.4846	132.8855	21.5852	51.5371	81.3509	114.0405	114.0626	0.0000

SPEED_MATRIX_KMH
0	60	80	30	30	80	30	30	30	60	60	40	30	30	60	80	30	60	80	30	40	60	30	30	30	80	30
60	0	80	40	80	60	40	60	30	30	60	60	60	60	30	30	60	40	30	80	40	60	30	60	80	80	30
30	30	0	40	40	80	40	60	30	40	60	80	30	80	60	40	30	40	80	60	30	30	30	30	30	40	60
80	60	60	0	30	30	30	30	40	40	80	30	30	80	80	30	60	40	40	40	30	80	40	40	80	40	80
40	30	60	80	0	60	80	30	30	60	40	40	40	40	40	30	30	60	80	60	30	60	60	40	60	60	60
60	40	60	40	30	0	40	60	80	40	30	40	40	80	60	40	30	80	40	80	80	80	60	30	80	80	30
60	30	60	40	30	30	0	80	80	30	40	40	60	30	80	30	80	30	40	30	40	60	30	60	80	80	80
40	30	30	80	80	80	80	0	80	80	80	30	30	40	80	80	30	80	80	80	40	30	60	60	30	80	60
40	60	80	60	60	30	30	60	0	80	40	60	60	40	60	40	30	40	60	30	60	40	40	60	60	40	40
30	40	40	40	80	80	30	80	40	0	40	30	40	30	30	30	60	30	60	60	60	60	40	60	40	30	40
40	80	40	80	40	30	80	80	40	30	0	80	30	80	30	60	60	80	60	30	30	60	30	40	60	40	60
40	40	40	40	80	80	30	40	40	30	30	0	60	40	30	80	30	60	80	40	60	40	60	40	40	80	80
30	30	40	30	30	80	80	80	60	80	60	80	0	60	80	80	80	30	30	60	30	40	30	80	30	40	40
30	60	60	30	40	60	60	60	30	60	30	60	40	0	40	30	80	30	40	80	80	60	80	60	80	60	40
60	40	80	30	30	40	30	60	80	30	30	60	80	60	0	80	40	30	80	60	40	60	60	80	40	40	40
60	60	80	80	40	40	40	60	30	30	40	30	30	60	40	0	40	30	30	30	80	80	30	60	30	40	30
80	40	80	40	60	40	40	60	40	60	80	40	30	80	30	30	0	80	40	60	80	60	30	30	30	60	30
80	60	40	60	80	60	40	40	80	60	40	30	60	40	40	80	30	0	60	40	80	40	40	30	40	60	60
80	30	80	80	40	60	30	40	30	30	30	80	80	30	40	80	40	30	0	80	80	80	80	40	80	40	40
60	60	40	40	40	60	40	40	40	30	40	60	60	30	40	80	30	80	40	0	80	30	80	80	80	60	40
60	30	80	60	80	80	60	60	60	40	40	60	30	80	40	40	80	40	60	60	0	30	40	40	80	80	30
80	30	80	80	60	60	80	80	30	40	80	30	30	40	30	80	30	30	40	40	80	0	60	30	60	40	30
80	60	40	80	30	30	30	80	60	60	80	30	30	60	80	30	40	80	60	60	80	60	0	30	80	80	30
80	80	40	60	30	30	30	40	40	40	30	80	40	40	30	80	40	80	40	80	80	40	80	0	60	40	60
30	40	40	30	30	60	30	80	60	40	40	60	30	80	40	60	40	60	80	40	80	60	40	30	0	60	60
80	40	80	30	30	30	30	60	80	30	40	30	40	60	80	30	30	30	80	40	80	80	30	30	60	0	40
40	40	40	40	30	80	30	80	40	40	80	80	30	80	30	40	80	30	30	80	60	40	40	80	40	80	0

EOF
