66.4764	105.2879	65.9670	88.7230	106.5640	62.9482	8.8535	126.8229	82.8425	122.0005	0.0000	140.6847	83.0602	61.4280	75.2586	43.7614	85.0962	141.5268
84.0788	182.7703	135.8127	107.8026	191.6326	124.7207	140.4084	52.2226	77.8078	93.2869	140.6847	0.0000	59.7828	81.3346	142.6961	172.5309	58.7702	54.5338
44.2276	148.3907	79.9434	84.0261	155.1295	68.6424	81.6743	49.7866	51.7349	92.5228	83.0602	59.7828	0.0000	32.6580	106.6312	112.7553	27.0272	81.9680
14.6009	115.8483	84.8123	56.0580	122.4784	74.6014	63.2239	82.4061	29.7263	74.9600	61.4280	81.3346	32.6580	0.0000	74.1690	99.6720	23.7228	82.0701
63.1763	41.8140	135.8466	39.2412	49.3955	129.3173	83.7443	156.0165	64.9101	74.5118	75.2586	142.6961	106.6312	74.1690	0.0000	115.9723	87.8167	114.5094
107.6305	139.3819	57.2095	132.4808	138.0725	62.0889	37.9545	147.1125	124.6474	165.4255	43.7614	172.5309	112.7553	99.6720	115.9723	0.0000	122.2100	181.6536
25.7517	129.3509	100.2698	59.5623	137.1981	89.2683	86.5331	70.4760	26.2118	65.5417	85.0962	58.7702	27.0272	23.7228	87.8167	122.2100	0.0000	61.1187
75.0829	149.0293	160.6683	75.3173	159.1803	149.4917	144.6073	101.4629	59.6349	46.6386	141.5268	54.5338	81.9680	82.0701	114.5094	181.6536	61.1187	0.0000

SPEED_MATRIX_KMH
0	30	60	80	60	40	30	60	60	80	40	80	80	60	40	80	40	60
60	0	40	40	80	60	30	40	80	60	30	80	30	80	30	80	40	30
40	80	0	30	40	40	30	80	80	60	60	60	40	60	40	40	60	60
60	80	60	0	30	30	60	40	80	80	60	80	30	60	30	30	80	30
60	40	40	60	0	80	60	60	40	40	60	40	40	60	60	80	40	60
30	30	80	40	40	0	80	30	30	40	40	60	80	80	60	40	30	40
80	60	60	40	30	80	0	40	40	30	60	30	60	60	60	30	80	60
60	60	40	60	30	80	80	0	60	30	40	80	60	30	30	40	30	80
60	40	80	40	30	60	80	30	0	60	80	60	30	40	80	60	60	30
80	30	60	30	80	80	40	40	60	0	30	40	40	80	80	80	60	30
40	80	80	40	30	30	80	30	80	40	0	30	80	30	60	60	40	80
30	80	80	30	60	30	40	80	60	80	80	0	30	40	30	60	80	60
30	60	40	40	40	80	60	40	80	40	60	60	0	40	80	40	60	80
80	80	80	60	60	40	80	80	40	80	30	80	60	0	30	60	60	30
40	80	30	60	60	40	60	60	40	30	40	60	30	40	0	30	30	40
80	30	40	60	60	60	30	30	30	30	30	60	30	60	30	0	60	40
80	80	60	40	30	30	60	40	30	40	40	40	60	60	40	30	0	80
30	60	40	60	60	80	40	40	40	60	40	60	30	30	60	60	40	0

EOF
