91.5064	100.6766	57.0500	72.2031	88.4021	118.4625	162.4640	24.2611	86.3250	40.2225	0.0000	23.2588	83.2679	140.6098	59.2590	160.5197	53.8460	168.4110	106.1891	163.8338	89.1430	72.6300
81.6474	82.6985	41.0674	70.0269	70.3609	109.2718	146.6516	46.8876	91.0932	18.1793	23.2588	0.0000	64.9866	118.1615	55.1234	141.9727	30.5888	156.9704	91.9662	148.0767	66.3621	56.0902
124.8408	103.7314	26.7566	126.1506	5.4264	149.9023	165.0621	106.9528	151.9661	47.7873	83.2679	64.9866	0.0000	103.3230	111.2931	149.8416	47.5780	187.8119	123.1348	166.5395	63.3441	90.6309
98.5380	59.0901	113.9410	123.6196	104.6102	106.4311	81.7367	161.5791	152.3406	105.9946	140.6098	118.1615	103.3230	0.0000	116.6834	57.4326	89.4552	116.5406	77.9786	82.9295	52.0164	79.8402
34.8504	60.7573	92.7665	15.1590	116.6066	60.0736	111.1845	65.1454	41.9908	66.0136	59.2590	55.1234	111.2931	116.6834	0.0000	116.1233	64.1523	110.9376	55.3119	112.3958	76.9564	37.1433
84.9542	59.8509	152.7465	115.8978	152.4499	76.7308	26.9528	176.1112	138.8791	136.1798	160.5197	141.9727	149.8416	57.4326	116.1233	0.0000	120.4638	64.6220	61.4421	27.7667	87.6067	88.1035
78.3691	64.8481	35.1968	78.8011	52.7686	104.5614	129.7411	77.2643	105.5393	16.6317	53.8460	30.5888	47.5780	89.4552	64.1523	120.4638	0.0000	146.7133	80.4493	131.2197	37.5122	45.1161
76.9409	84.0843	181.9062	102.4031	191.7365	51.1213	37.7663	175.9624	112.6651	158.7144	168.4110	156.9704	187.8119	116.5406	110.9376	64.6220	146.7133	0.0000	66.3454	37.1503	125.8416	102.6654
23.8885	22.6232	115.6439	54.5231	127.4165	30.4894	56.7128	118.1996	79.2002	92.4548	106.1891	91.9662	123.1348	77.9786	55.3119	61.4421	80.4493	66.3454	0.0000	58.0209	64.2624	36.4918
78.1099	66.5124	165.4768	108.5603	169.7765	61.5354	1.4868	176.1780	127.0369	145.5854	163.8338	148.0767	166.5395	82.9295	112.3958	27.7667	131.2197	37.1503	58.0209	0.0000	103.1957	92.0376
73.6585	42.5271	65.6845	88.2261	66.6785	93.8717	101.7181	111.0308	117.8154	54.1181	89.1430	66.3621	63.3441	52.0164	76.9564	87.6067	37.5122	125.8416	64.2624	103.1957	0.0000	42.0048
34.4153	28.3606	80.0434	46.6077	95.3838	59.5535	90.6220	88.3653	76.2770	56.0514	72.6300	56.0902	90.6309	79.8402	37.1433	88.1035	45.1161	102.6654	36.4918	92.0376	42.0048	0.0000

SPEED_MATRIX_KMH
0	30	80	30	30	30	30	60	40	60	80	40	60	80	40	40	80	80	30	60	60	40
80	0	60	30	30	40	40	40	40	40	40	60	40	30	60	30	80	30	60	80	40	40
30	30	0	30	30	60	40	40	60	40	40	80	80	30	60	80	30	30	60	80	30	60
60	30	60	0	60	40	60	80	30	60	30	80	80	60	80	30	40	40	30	60	30	80
30	80	60	60	0	80	60	30	40	80	80	60	30	30	80	60	30	80	40	60	80	30
30	80	80	40	30	0	60	30	80	80	30	40	60	80	40	40	40	40	60	40	30	40
30	30	60	30	30	60	0	80	40	80	40	80	80	60	40	40	40	80	40	80	60	60
30	60	40	80	30	60	30	0	40	80	30	40	60	40	40	40	80	60	80	40	80	80
40	30	60	40	80	40	80	40	0	60	30	60	60	80	80	40	30	40	60	60	60	30
40	80	60	30	60	80	30	80	30	0	80	80	40	60	30	30	60	60	60	40	60	30
40	80	80	60	60	40	60	30	30	30	0	80	40	60	30	30	40	80	60	40	80	30
60	30	60	30	80	30	80	60	60	40	30	0	80	30	80	30	30	80	30	80	60	30
60	60	60	30	40	30	80	80	30	60	60	80	0	40	60	30	80	40	60	40	40	30
30	30	30	80	80	60	30	60	60	60	80	40	80	0	40	30	30	80	30	80	30	80
30	60	80	40	30	60	80	60	40	80	80	30	60	40	0	40	80	30	40	60	80	40
80	30	40	80	30	60	80	30	40	60	30	80	60	80	60	0	40	80	60	60	40	30
40	30	30	30	30	80	60	80	80	30	40	30	80	60	30	40	0	30	80	40	80	80
80	30	80	60	60	40	60	40	40	40	40	60	30	30	60	30	30	0	60	60	40	40
30	60	80	80	60	40	60	40	80	30	30	80	80	60	80	30	40	30	0	60	40	30
60	60	30	40	60	60	30	30	80	60	30	30	30	60	30	80	60	80	60	0	80	60
80	80	30	30	30	30	60	80	40	80	80	30	30	80	60	80	40	30	40	60	0	60
80	60	80	40	80	30	60	30	30	80	80	30	60	40	80	40	60	40	40	60	30	0

EOF
