62.6158	99.9293	135.8180	53.5209	146.2522	51.7815	146.4748	60.8073	79.3394	50.6246	0.0000	136.1289	105.0907	96.3891	91.3778	93.7773	155.8371	162.3753	89.7160	118.4712	128.1133	82.1207	105.1966	73.1886	73.1945	49.0152
92.0968	52.3600	27.1996	104.7608	19.0794	85.0226	169.7033	181.4786	77.0959	182.6391	136.1289	0.0000	108.7108	193.4687	123.5131	43.6812	52.4687	88.4020	50.8914	50.3833	181.6651	63.9268	49.3964	118.6353	128.8723	146.5470
48.5512	118.1167	128.7758	52.4449	127.4344	90.0576	62.9968	110.5757	44.0633	125.1951	105.0907	108.7108	0.0000	100.7767	22.5792	78.7343	87.6363	71.2328	69.4153	133.4959	73.7948	109.3458	59.9334	34.6584	155.3778	75.0677
101.9581	178.0350	204.8925	90.2544	209.6131	129.5304	91.7844	43.5018	116.4821	67.2971	96.3891	193.4687	100.7767	0.0000	78.4983	151.9331	186.4400	171.4970	143.2919	197.1560	57.0998	161.9577	146.2990	75.9250	169.5836	52.6025
45.7189	124.1708	140.7017	43.6026	141.5472	87.7976	59.8281	88.9466	49.9578	105.0023	91.3778	123.5131	22.5792	78.4983	0.0000	87.9695	108.5349	93.8106	78.4078	141.2626	59.0428	112.6191	74.1537	18.3401	149.7748	54.8587
49.9789	40.8718	53.5556	62.0379	57.9022	44.7472	141.7176	137.8813	38.1611	139.1304	93.7773	43.6812	78.7343	151.9331	87.9695	0.0000	68.5147	90.3407	9.5679	54.8040	146.9932	38.3665	25.3654	79.3169	101.8184	103.4416
97.0716	98.4372	79.5786	109.7590	68.0585	111.9193	138.6478	186.5395	78.8387	194.2506	155.8371	52.4687	87.6363	186.4400	108.5349	68.5147	0.0000	38.6865	68.3412	101.4829	159.6108	103.9928	50.6646	111.7977	169.5965	149.1626
99.8205	127.3473	115.4741	110.4071	105.5296	127.3569	108.4914	180.4837	83.3997	192.6457	162.3753	88.4020	71.2328	171.4970	93.8106	90.3407	38.6865	0.0000	86.1911	134.1818	134.9814	128.6267	65.9733	103.1589	191.0113	143.7081
41.4259	49.2930	62.8576	53.9061	66.3213	43.5994	132.3583	130.8102	28.6575	133.3037	89.7160	50.8914	69.4153	143.2919	78.4078	9.5679	68.3412	86.1911	0.0000	64.0856	137.4366	44.2978	20.2237	70.0294	104.8468	95.6559
98.7022	19.2619	27.9901	108.1353	43.9113	69.4101	196.4418	174.4116	91.4620	168.9175	118.4712	50.3833	133.4959	197.1560	141.2626	54.8040	101.4829	134.1818	64.0856	0.0000	199.8522	36.6683	77.3902	130.1984	87.1774	145.3072
102.0829	182.2929	199.6898	95.7131	200.0287	141.5823	36.2461	93.8386	108.9057	117.0741	128.1133	181.6651	73.7948	57.0998	59.0428	146.9932	159.6108	134.9814	137.4366	199.8522	0.0000	169.5673	132.3183	70.4252	197.0275	79.4655
67.5239	17.8087	55.2828	74.9144	68.1300	32.9501	170.8053	137.8172	65.2997	132.3972	82.1207	63.9268	109.3458	161.9577	112.6191	38.3665	103.9928	128.6267	44.2978	36.6683	169.5673	0.0000	63.5314	99.1451	66.0818	109.6545
48.5003	65.5942	69.0355	61.6033	67.7428	62.7775	122.1822	139.6747	30.8234	145.1573	105.1966	49.3964	59.9334	146.2990	74.1537	25.3654	50.6646	65.9733	20.2237	77.3902	132.3183	63.5314	0.0000	70.5364	125.0691	102.9243
31.7260	112.2149	132.8594	26.3824	135.6630	71.9295	77.0613	77.3304	41.7462	90.6775	73.1886	118.6353	34.6584	75.9250	18.3401	79.3169	111.7977	103.1589	70.0294	130.1984	70.4252	99.1451	70.5364	0.0000	132.1602	40.7866
106.8840	76.9520	114.0263	106.1729	129.2136	66.2941	209.2210	132.2060	114.8649	116.0963	73.1945	128.8723	155.3778	169.5836	149.7748	101.8184	169.5965	191.0113	104.8468	87.1774	197.0275	66.0818	125.0691	132.1602	0.0000	120.5829
54.8873	126.0888	155.0065	41.8955	161.2773	77.0272	101.2424	37.4201	72.1059	50.2226	49.0152	146.5470	75.0677	52.6025	54.8587	103.4416	149.1626	143.7081	95.6559	145.3072	79.4655	109.6545	102.9243	40.7866	120.5829	0.0000

SPEED_MATRIX_KMH
0	30	40	60	30	40	60	40	40	60	30	80	80	80	80	60	40	40	40	30	80	40	30	30	60	80
30	0	80	60	60	80	60	40	60	30	60	80	30	60	40	30	60	80	40	80	80	80	60	60	80	60
30	30	0	60	60	40	60	80	80	60	60	60	60	60	40	60	30	60	80	40	60	60	80	60	80	60
80	30	60	0	60	60	30	80	40	60	30	60	30	60	30	40	80	40	60	30	40	80	80	40	80	80
30	40	40	60	0	60	60	60	40	30	60	80	60	80	80	40	40	60	60	60	30	30	80	40	80	40
40	40	30	40	60	0	40	80	80	80	30	30	60	30	80	30	30	60	30	60	30	40	60	60	80	80
30	30	80	30	40	40	0	30	40	60	80	30	30	30	30	80	80	40	40	30	30	40	80	60	60	80
40	30	30	40	30	30	30	0	60	60	60	40	40	40	40	30	60	80	80	80	80	40	60	60	60	80
80	80	30	30	80	40	80	30	0	60	80	40	60	30	60	80	40	40	30	30	80	30	40	60	30	30
30	30	30	80	60	60	80	40	30	0	80	40	40	40	40	80	60	80	60	30	40	60	30	80	40	60
30	40	30	80	80	30	30	40	30	30	0	80	80	80	80	60	40	80	60	60	60	30	40	30	60	60
60	30	40	30	80	80	40	80	80	40	80	0	60	60	80	30	60	40	60	30	40	40	80	40	80	30
80	60	30	60	60	80	30	60	80	60	30	60	0	30	40	40	30	30	30	30	80	60	80	60	40	40
60	60	80	30	60	40	60	30	80	40	60	40	60	0	80	80	80	40	60	40	40	60	80	30	30	30
80	40	60	30	30	60	80	80	40	40	40	30	30	40	0	60	60	80	40	30	60	80	80	80	80	40
60	60	80	30	80	40	30	40	60	40	80	60	30	30	80	0	30	60	80	30	60	40	60	60	60	40
30	30	60	60	30	80	60	30	40	80	80	80	60	40	30	30	0	30	30	30	80	40	60	30	60	60
80	80	60	40	30	40	60	80	60	30	30	30	80	30	60	80	80	0	40	30	80	30	60	30	40	30
80	60	30	40	60	30	40	80	60	60	30	40	40	60	80	40	80	40	0	40	80	30	30	40	80	60
60	40	60	60	60	80	80	60	30	80	30	30	40	30	40	80	40	40	80	0	80	30	40	30	40	80
60	30	60	30	60	30	30	40	60	60	30	30	30	80	60	30	80	60	80	80	0	60	60	80	30	40
40	40	60	40	60	60	30	60	80	30	80	60	40	60	60	80	60	60	60	60	80	0	30	60	30	40
60	40	30	60	40	60	30	60	80	30	40	60	80	40	40	60	30	40	80	80	60	80	0	40	30	40
40	60	60	60	60	60	40	30	40	40	40	60	40	60	60	80	80	40	80	80	60	40	40	0	60	80
60	30	80	80	80	40	30	30	80	60	40	40	40	60	80	80	60	60	30	40	60	80	40	80	0	60
40	30	60	60	40	80	80	80	30	60	60	30	60	80	80	40	80	60	40	40	40	30	40	40	80	0

EOF
