 (7,52) (7,53) (7,54) (7,55) (7,56) (7,57) (7,58) (7,59) (7,60) (7,61) (7,62) (7,63)
 (7,64) (7,65) (7,66) (7,67) (7,68) (7,69) (7,70) (7,71) (8,1) (8,2) (8,3) (8,4)
 (8,5) (8,6) (8,7) (8,9) (8,10) (8,11) (8,12) (8,13) (8,14) (8,15) (8,16) (8,17)
 (8,18) (8,19) (8,20) (8,21) (8,22) (8,23) (8,24) (8,25) (8,26) (8,27) (8,28) (8,29)
 (8,30) (8,31) (8,32) (8,33) (8,34) (8,35) (8,36) (8,37) (8,38) (8,39) (8,40) (8,41)
 (8,42) (8,43) (8,44) (8,45) (8,46) (8,47) (8,48) (8,49) (8,50) (8,51) (8,52) (8,53)
 (8,54) (8,55) (8,56) (8,57) (8,58) (8,59) (8,60) (8,61) (8,62) (8,63) (8,64) (8,65)
 (8,66) (8,67) (8,68) (8,69) (8,70) (8,71) (9,1) (9,2) (9,3) (9,4) (9,5) (9,6)
 (9,7) (9,8) (9,10) (9,11) (9,12) (9,13) (9,14) (9,15) (9,16) (9,17) (9,18) (9,19)
 (9,20) (9,21) (9,22) (9,23) (9,24) (9,25) (9,26) (9,27) (9,28) (9,29) (9,30) (9,31)
 (9,32) (9,33) (9,34) (9,35) (9,36) (9,37) (9,38) (9,39) (9,40) (9,41) (9,42) (9,43)
 (9,44) (9,45) (9,46) (9,47) (9,48) (9,49) (9,50) (9,51) (9,52) (9,53) (9,54) (9,55)
 (9,56) (9,57) (9,58) (9,59) (9,60) (9,61) (9,62) (9,63) (9,64) (9,65) (9,66) (9,67)
 (9,68) (9,69) (9,70) (9,71) (10,1) (10,2) (10,3) (10,4) (10,5) (10,6) (10,7) (10,8)
 (10,9) (10,11) (10,12) (10,13) (10,14) (10,15) (10,16) (10,17) (10,18) (10,19) (10,20) (10,21)
 (10,22) (10,23) (10,24) (10,25) (10,26) (10,27) (10,28) (10,29) (10,30) (10,31) (10,32) (10,33)
 (10,34) (10,35) (10,36) (10,37) (10,38) (10,39) (10,40) (10,41) (10,42) (10,43) (10,44) (10,45)
 (10,46) (10,47) (10,48) (10,49) (10,50) (10,51) (10,52) (10,53) (10,54) (10,55) (10,56) (10,57)
 (10,58) (10,59) (10,60) (10,61) (10,62) (10,63) (10,64) (10,65) (10,66) (10,67) (10,68) (10,69)
 (10,70) (10,71) (11,1) (11,2) (11,3) (11,4) (11,5) (11,6) (11,7) (11,8) (11,9) (11,10)
 (11,41) (11,42) (11,43) (11,44) (11,45) (11,46) (11,47) (11,48) (11,49) (11,50) (11,51) (11,52)
 (11,53) (11,54) (11,55) (11,56) (11,57) (11,58) (11,59) (11,60) (11,61) (11,62) (11,63) (11,64)
 (11,65) (11,66) (11,67) (11,68) (11,69) (11,70) (11,71) (12,1) (12,2) (12,3) (12,4) (12,5)
 (12,6) (12,7) (12,8) (12,9) (12,10) (12,41) (12,42) (12,43) (12,44) (12,45) (12,46) (12,47)
 (12,48) (12,49) (12,50) (12,51) (12,52) (12,53) (12,54) (12,55) (12,56) (12,57) (12,58) (12,59)
 (12,60) (12,61) (12,62) (12,63) (12,64) (12,65) (12,66) (12,67) (12,68) (12,69) (12,70) (12,71)
 (13,1) (13,2) (13,3) (13,4) (13,5) (13,6) (13,7) (13,8) (13,9) (13,10) (13,41) (13,42)
 (13,43) (13,44) (13,45) (13,46) (13,47) (13,48) (13,49) (13,50) (13,51) (13,52) (13,53) (13,54)
 (13,55) (13,56) (13,57) (13,58) (13,59) (13,60) (13,61) (13,62) (13,63) (13,64) (13,65) (13,66)
 (13,67) (13,68) (13,69) (13,70) (13,71) (14,1) (14,2) (14,3) (14,4) (14,5) (14,6) (14,7)
 (14,8) (14,9) (14,10) (14,41) (14,42) (14,43) (14,44) (14,45) (14,46) (14,47) (14,48) (14,49)
 (14,50) (14,51) (14,52) (14,53) (14,54) (14,55) (14,56) (14,57) (14,58) (14,59) (14,60) (14,61)
 (14,62) (14,63) (14,64) (14,65) (14,66) (14,67) (14,68) (14,69) (14,70) (14,71) (15,1) (15,2)
 (15,3) (15,4) (15,5) (15,6) (15,7) (15,8) (15,9) (15,10) (15,41) (15,42) (15,43) (15,44)
 (15,45) (15,46) (15,47) (15,48) (15,49) (15,50) (15,51) (15,52) (15,53) (15,54) (15,55) (15,56)
 (15,57) (15,58) (15,59) (15,60) (15,61) (15,62) (15,63) (15,64) (15,65) (15,66) (15,67) (15,68)
 (15,69) (15,70) (15,71) (16,1) (16,2) (16,3) (16,4) (16,5) (16,6) (16,7) (16,8) (16,9)
 (16,10) (16,41) (16,42) (16,43) (16,44) (16,45) (16,46) (16,47) (16,48) (16,49) (16,50) (16,51)
 (16,52) (16,53) (16,54) (16,55) (16,56) (16,57) (16,58) (16,59) (16,60) (16,61) (16,62) (16,63)
 (16,64) (16,65) (16,66) (16,67) (16,68) (16,69) (16,70) (16,71) (17,1) (17,2) (17,3) (17,4)
 (17,5) (17,6) (17,7) (17,8) (17,9) (17,10) (17,41) (17,42) (17,43) (17,44) (17,45) (17,46)
 (17,47) (17,48) (17,49) (17,50) (17,51) (17,52) (17,53) (17,54) (17,55) (17,56) (17,57) (17,58)
 (17,59) (17,60) (17,61) (17,62) (17,63) (17,64) (17,65) (17,66) (17,67) (17,68) (17,69) (17,70)
 (17,71) (18,1) (18,2) (18,3) (18,4) (18,5) (18,6) (18,7) (18,8) (18,9) (18,10) (18,41)
 (18,42) (18,43) (18,44) (18,45) (18,46) (18,47) (18,48) (18,49) (18,50) (18,51) (18,52) (18,53)
 (18,54) (18,55) (18,56) (18,57) (18,58) (18,59) (18,60) (18,61) (18,62) (18,63) (18,64) (18,65)
 (18,66) (18,67) (18,68) (18,69) (18,70) (18,71) (19,1) (19,2) (19,3) (19,4) (19,5) (19,6)
 (19,7) (19,8) (19,9) (19,10) (19,41) (19,42) (19,43) (19,44) (19,45) (19,46) (19,47) (19,48)
 (19,49) (19,50) (19,51) (19,52) (19,53) (19,54) (19,55) (19,56) (19,57) (19,58) (19,59) (19,60)
 (19,61) (19,62) (19,63) (19,64) (19,65) (19,66) (19,67) (19,68) (19,69) (19,70) (19,71) (20,1)
 (20,2) (20,3) (20,4) (20,5) (20,6) (20,7) (20,8) (20,9) (20,10) (20,41) (20,42) (20,43)
 (20,44) (20,45) (20,46) (20,47) (20,48) (20,49) (20,50) (20,51) (20,52) (20,53) (20,54) (20,55)
 (20,56) (20,57) (20,58) (20,59) (20,60) (20,61) (20,62) (20,63) (20,64) (20,65) (20,66) (20,67)
 (20,68) (20,69) (20,70) (20,71) (21,1) (21,2) (21,3) (21,4) (21,5) (21,6) (21,7) (21,8)
 (21,9) (21,10) (21,41) (21,42) (21,43) (21,44) (21,45) (21,46) (21,47) (21,48) (21,49) (21,50)
 (21,51) (21,52) (21,53) (21,54) (21,55) (21,56) (21,57) (21,58) (21,59) (21,60) (21,61) (21,62)
 (21,63) (21,64) (21,65) (21,66) (21,67) (21,68) (21,69) (21,70) (21,71) (22,1) (22,2) (22,3)
 (22,4) (22,5) (22,6) (22,7) (22,8) (22,9) (22,10) (22,41) (22,42) (22,43) (22,44) (22,45)
 (22,46) (22,47) (22,48) (22,49) (22,50) (22,51) (22,52) (22,53) (22,54) (22,55) (22,56) (22,57)
 (22,58) (22,59) (22,60) (22,61) (22,62) (22,63) (22,64) (22,65) (22,66) (22,67) (22,68) (22,69)
 (22,70) (22,71) (23,1) (23,2) (23,3) (23,4) (23,5) (23,6) (23,7) (23,8) (23,9) (23,10)
 (23,41) (23,42) (23,43) (23,44) (23,45) (23,46) (23,47) (23,48) (23,49) (23,50) (23,51) (23,52)
 (23,53) (23,54) (23,55) (23,56) (23,57) (23,58) (23,59) (23,60) (23,61) (23,62) (23,63) (23,64)
 (23,65) (23,66) (23,67) (23,68) (23,69) (23,70) (23,71) (24,1) (24,2) (24,3) (24,4) (24,5)
 (24,6) (24,7) (24,8) (24,9) (24,10) (24,41) (24,42) (24,43) (24,44) (24,45) (24,46) (24,47)
 (24,48) (24,49) (24,50) (24,51) (24,52) (24,53) (24,54) (24,55) (24,56) (24,57) (24,58) (24,59)
 (24,60) (24,61) (24,62) (24,63) (24,64) (24,65) (24,66) (24,67) (24,68) (24,69) (24,70) (24,71)
 (25,1) (25,2) (25,3) (25,4) (25,5) (25,6) (25,7) (25,8) (25,9) (25,10) (25,41) (25,42)
 (25,43) (25,44) (25,45) (25,46) (25,47) (25,48) (25,49) (25,50) (25,51) (25,52) (25,53) (25,54)
 (25,55) (25,56) (25,57) (25,58) (25,59) (25,60) (25,61) (25,62) (25,63) (25,64) (25,65) (25,66)
 (25,67) (25,68) (25,69) (25,70) (25,71) (26,1) (26,2) (26,3) (26,4) (26,5) (26,6) (26,7)
 (26,8) (26,9) (26,10) (26,41) (26,42) (26,43) (26,44) (26,45) (26,46) (26,47) (26,48) (26,49)
 (26,50) (26,51) (26,52) (26,53) (26,54) (26,55) (26,56) (26,57) (26,58) (26,59) (26,60) (26,61)
 (26,62) (26,63) (26,64) (26,65) (26,66) (26,67) (26,68) (26,69) (26,70) (26,71) (27,1) (27,2)
 (27,3) (27,4) (27,5) (27,6) (27,7) (27,8) (27,9) (27,10) (27,41) (27,42) (27,43) (27,44)
 (27,45) (27,46) (27,47) (27,48) (27,49) (27,50) (27,51) (27,52) (27,53) (27,54) (27,55) (27,56)
 (27,57) (27,58) (27,59) (27,60) (27,61) (27,62) (27,63) (27,64) (27,65) (27,66) (27,67) (27,68)
 (27,69) (27,70) (27,71) (28,1) (28,2) (28,3) (28,4) (28,5) (28,6) (28,7) (28,8) (28,9)
 (28,10) (28,41) (28,42) (28,43) (28,44) (28,45) (28,46) (28,47) (28,48) (28,49) (28,50) (28,51)
 (28,52) (28,53) (28,54) (28,55) (28,56) (28,57) (28,58) (28,59) (28,60) (28,61) (28,62) (28,63)
 (28,64) (28,65) (28,66) (28,67) (28,68) (28,69) (28,70) (28,71) (29,1) (29,2) (29,3) (29,4)
 (29,5) (29,6) (29,7) (29,8) (29,9) (29,10) (29,41) (29,42) (29,43) (29,44) (29,45) (29,46)
 (29,47) (29,48) (29,49) (29,50) (29,51) (29,52) (29,53) (29,54) (29,55) (29,56) (29,57) (29,58)
 (29,59) (29,60) (29,61) (29,62) (29,63) (29,64) (29,65) (29,66) (29,67) (29,68) (29,69) (29,70)
 (29,71) (30,1) (30,2) (30,3) (30,4) (30,5) (30,6) (30,7) (30,8) (30,9) (30,10) (30,41)
 (30,42) (30,43) (30,44) (30,45) (30,46) (30,47) (30,48) (30,49) (30,50) (30,51) (30,52) (30,53)
 (30,54) (30,55) (30,56) (30,57) (30,58) (30,59) (30,60) (30,61) (30,62) (30,63) (30,64) (30,65)
 (30,66) (30,67) (30,68) (30,69) (30,70) (30,71) (31,1) (31,2) (31,3) (31,4) (31,5) (31,6)
 (31,7) (31,8) (31,9) (31,10) (31,41) (31,42) (31,43) (31,44) (31,45) (31,46) (31,47) (31,48)
 (31,49) (31,50) (31,51) (31,52) (31,53) (31,54) (31,55) (31,56) (31,57) (31,58) (31,59) (31,60)
 (31,61) (31,62) (31,63) (31,64) (31,65) (31,66) (31,67) (31,68) (31,69) (31,70) (31,71) (32,1)
 (32,2) (32,3) (32,4) (32,5) (32,6) (32,7) (32,8) (32,9) (32,10) (32,41) (32,42) (32,43)
 (32,44) (32,45) (32,46) (32,47) (32,48) (32,49) (32,50) (32,51) (32,52) (32,53) (32,54) (32,55)
 (32,56) (32,57) (32,58) (32,59) (32,60) (32,61) (32,62) (32,63) (32,64) (32,65) (32,66) (32,67)
 (32,68) (32,69) (32,70) (32,71) (33,1) (33,2) (33,3) (33,4) (33,5) (33,6) (33,7) (33,8)
 (33,9) (33,10) (33,41) (33,42) (33,43) (33,44) (33,45) (33,46) (33,47) (33,48) (33,49) (33,50)
 (33,51) (33,52) (33,53) (33,54) (33,55) (33,56) (33,57) (33,58) (33,59) (33,60) (33,61) (33,62)
 (33,63) (33,64) (33,65) (33,66) (33,67) (33,68) (33,69) (33,70) (33,71) (34,1) (34,2) (34,3)
 (34,4) (34,5) (34,6) (34,7) (34,8) (34,9) (34,10) (34,41) (34,42) (34,43) (34,44) (34,45)
 (34,46) (34,47) (34,48) (34,49) (34,50) (34,51) (34,52) (34,53) (34,54) (34,55) (34,56) (34,57)
 (34,58) (34,59) (34,60) (34,61) (34,62) (34,63) (34,64) (34,65) (34,66) (34,67) (34,68) (34,69)
 (34,70) (34,71) (35,1) (35,2) (35,3) (35,4) (35,5) (35,6) (35,7) (35,8) (35,9) (35,10)
 (35,41) (35,42) (35,43) (35,44) (35,45) (35,46) (35,47) (35,48) (35,49) (35,50) (35,51) (35,52)
 (35,53) (35,54) (35,55) (35,56) (35,57) (35,58) (35,59) (35,60) (35,61) (35,62) (35,63) (35,64)
 (35,65) (35,66) (35,67) (35,68) (35,69) (35,70) (35,71) (36,1) (36,2) (36,3) (36,4) (36,5)
 (36,6) (36,7) (36,8) (36,9) (36,10) (36,41) (36,42) (36,43) (36,44) (36,45) (36,46) (36,47)
 (36,48) (36,49) (36,50) (36,51) (36,52) (36,53) (36,54) (36,55) (36,56) (36,57) (36,58) (36,59)
 (36,60) (36,61) (36,62) (36,63) (36,64) (36,65) (36,66) (36,67) (36,68) (36,69) (36,70) (36,71)
 (37,1) (37,2) (37,3) (37,4) (37,5) (37,6) (37,7) (37,8) (37,9) (37,10) (37,41) (37,42)
 (37,43) (37,44) (37,45) (37,46) (37,47) (37,48) (37,49) (37,50) (37,51) (37,52) (37,53) (37,54)
 (37,55) (37,56) (37,57) (37,58) (37,59) (37,60) (37,61) (37,62) (37,63) (37,64) (37,65) (37,66)
 (37,67) (37,68) (37,69) (37,70) (37,71) (38,1) (38,2) (38,3) (38,4) (38,5) (38,6) (38,7)
 (38,8) (38,9) (38,10) (38,41) (38,42) (38,43) (38,44) (38,45) (38,46) (38,47) (38,48) (38,49)
 (38,50) (38,51) (38,52) (38,53) (38,54) (38,55) (38,56) (38,57) (38,58) (38,59) (38,60) (38,61)
 (38,62) (38,63) (38,64) (38,65) (38,66) (38,67) (38,68) (38,69) (38,70) (38,71) (39,1) (39,2)
 (39,3) (39,4) (39,5) (39,6) (39,7) (39,8) (39,9) (39,10) (39,41) (39,42) (39,43) (39,44)
 (39,45) (39,46) (39,47) (39,48) (39,49) (39,50) (39,51) (39,52) (39,53) (39,54) (39,55) (39,56)
 (39,57) (39,58) (39,59) (39,60) (39,61) (39,62) (39,63) (39,64) (39,65) (39,66) (39,67) (39,68)
 (39,69) (39,70) (39,71) (40,1) (40,2) (40,3) (40,4) (40,5) (40,6) (40,7) (40,8) (40,9)
 (40,10) (40,41) (40,42) (40,43) (40,44) (40,45) (40,46) (40,47) (40,48) (40,49) (40,50) (40,51)
 (40,52) (40,53) (40,54) (40,55) (40,56) (40,57) (40,58) (40,59) (40,60) (40,61) (40,62) (40,63)
 (40,64) (40,65) (40,66) (40,67) (40,68) (40,69) (40,70) (40,71) (41,1) (41,2) (41,3) (41,4)
 (41,5) (41,6) (41,7) (41,8) (41,9) (41,10) (41,11) (41,12) (41,13) (41,14) (41,15) (41,16)
 (41,17) (41,18) (41,19) (41,20) (41,21) (41,22) (41,23) (41,24) (41,25) (41,26) (41,27) (41,28)
 (41,29) (41,30) (41,31) (41,32) (41,33) (41,34) (41,35) (41,36) (41,37) (41,38) (41,39) (41,40)
 (41,71) (42,1) (42,2) (42,3) (42,4) (42,5) (42,6) (42,7) (42,8) (42,9) (42,10) (42,11)
 (42,12) (42,13) (42,14) (42,15) (42,16) (42,17) (42,18) (42,19) (42,20) (42,21) (42,22) (42,23)
 (42,24) (42,25) (42,26) (42,27) (42,28) (42,29) (42,30) (42,31) (42,32) (42,33) (42,34) (42,35)
 (42,36) (42,37) (42,38) (42,39) (42,40) (42,71) (43,1) (43,2) (43,3) (43,4) (43,5) (43,6)
 (43,7) (43,8) (43,9) (43,10) (43,11) (43,12) (43,13) (43,14) (43,15) (43,16) (43,17) (43,18)
 (43,19) (43,20) (43,21) (43,22) (43,23) (43,24) (43,25) (43,26) (43,27) (43,28) (43,29) (43,30)
 (43,31) (43,32) (43,33) (43,34) (43,35) (43,36) (43,37) (43,38) (43,39) (43,40) (43,71) (44,1)
 (44,2) (44,3) (44,4) (44,5) (44,6) (44,7) (44,8) (44,9) (44,10) (44,11) (44,12) (44,13)
 (44,14) (44,15) (44,16) (44,17) (44,18) (44,19) (44,20) (44,21) (44,22) (44,23) (44,24) (44,25)
 (44,26) (44,27) (44,28) (44,29) (44,30) (44,31) (44,32) (44,33) (44,34) (44,35) (44,36) (44,37)
 (44,38) (44,39) (44,40) (44,71) (45,1) (45,2) (45,3) (45,4) (45,5) (45,6) (45,7) (45,8)
 (45,9) (45,10) (45,11) (45,12) (45,13) (45,14) (45,15) (45,16) (45,17) (45,18) (45,19) (45,20)
 (45,21) (45,22) (45,23) (45,24) (45,25) (45,26) (45,27) (45,28) (45,29) (45,30) (45,31) (45,32)
 (45,33) (45,34) (45,35) (45,36) (45,37) (45,38) (45,39) (45,40) (45,71) (46,1) (46,2) (46,3)
 (46,4) (46,5) (46,6) (46,7) (46,8) (46,9) (46,10) (46,11) (46,12) (46,13) (46,14) (46,15)
 (46,16) (46,17) (46,18) (46,19) (46,20) (46,21) (46,22) (46,23) (46,24) (46,25) (46,26) (46,27)
 (46,28) (46,29) (46,30) (46,31) (46,32) (46,33) (46,34) (46,35) (46,36) (46,37) (46,38) (46,39)
 (46,40) (46,71) (47,1) (47,2) (47,3) (47,4) (47,5) (47,6) (47,7) (47,8) (47,9) (47,10)
 (47,11) (47,12) (47,13) (47,14) (47,15) (47,16) (47,17) (47,18) (47,19) (47,20) (47,21) (47,22)
 (47,23) (47,24) (47,25) (47,26) (47,27) (47,28) (47,29) (47,30) (47,31) (47,32) (47,33) (47,34)
 (47,35) (47,36) (47,37) (47,38) (47,39) (47,40) (47,71) (48,1) (48,2) (48,3) (48,4) (48,5)
 (48,6) (48,7) (48,8) (48,9) (48,10) (48,11) (48,12) (48,13) (48,14) (48,15) (48,16) (48,17)
 (48,18) (48,19) (48,20) (48,21) (48,22) (48,23) (48,24) (48,25) (48,26) (48,27) (48,28) (48,29)
 (48,30) (48,31) (48,32) (48,33) (48,34) (48,35) (48,36) (48,37) (48,38) (48,39) (48,40) (48,71)
 (49,1) (49,2) (49,3) (49,4) (49,5) (49,6) (49,7) (49,8) (49,9) (49,10) (49,11) (49,12)
 (49,13) (49,14) (49,15) (49,16) (49,17) (49,18) (49,19) (49,20) (49,21) (49,22) (49,23) (49,24)
 (49,25) (49,26) (49,27) (49,28) (49,29) (49,30) (49,31) (49,32) (49,33) (49,34) (49,35) (49,36)
 (49,37) (49,38) (49,39) (49,40) (49,71) (50,1) (50,2) (50,3) (50,4) (50,5) (50,6) (50,7)
 (50,8) (50,9) (50,10) (50,11) (50,12) (50,13) (50,14) (50,15) (50,16) (50,17) (50,18) (50,19)
 (50,20) (50,21) (50,22) (50,23) (50,24) (50,25) (50,26) (50,27) (50,28) (50,29) (50,30) (50,31)
 (50,32) (50,33) (50,34) (50,35) (50,36) (50,37) (50,38) (50,39) (50,40) (50,71) (51,1) (51,2)
 (51,3) (51,4) (51,5) (51,6) (51,7) (51,8) (51,9) (51,10) (51,11) (51,12) (51,13) (51,14)
 (51,15) (51,16) (51,17) (51,18) (51,19) (51,20) (51,21) (51,22) (51,23) (51,24) (51,25) (51,26)
 (51,27) (51,28) (51,29) (51,30) (51,31) (51,32) (51,33) (51,34) (51,35) (51,36) (51,37) (51,38)
 (51,39) (51,40) (51,71) (52,1) (52,2) (52,3) (52,4) (52,5) (52,6) (52,7) (52,8) (52,9)
 (52,10) (52,11) (52,12) (52,13) (52,14) (52,15) (52,16) (52,17) (52,18) (52,19) (52,20) (52,21)
 (52,22) (52,23) (52,24) (52,25) (52,26) (52,27) (52,28) (52,29) (52,30) (52,31) (52,32) (52,33)
 (52,34) (52,35) (52,36) (52,37) (52,38) (52,39) (52,40) (52,71) (53,1) (53,2) (53,3) (53,4)
 (53,5) (53,6) (53,7) (53,8) (53,9) (53,10) (53,11) (53,12) (53,13) (53,14) (53,15) (53,16)
 (53,17) (53,18) (53,19) (53,20) (53,21) (53,22) (53,23) (53,24) (53,25) (53,26) (53,27) (53,28)
 (53,29) (53,30) (53,31) (53,32) (53,33) (53,34) (53,35) (53,36) (53,37) (53,38) (53,39) (53,40)
 (53,71) (54,1) (54,2) (54,3) (54,4) (54,5) (54,6) (54,7) (54,8) (54,9) (54,10) (54,11)
 (54,12) (54,13) (54,14) (54,15) (54,16) (54,17) (54,18) (54,19) (54,20) (54,21) (54,22) (54,23)
 (54,24) (54,25) (54,26) (54,27) (54,28) (54,29) (54,30) (54,31) (54,32) (54,33) (54,34) (54,35)
 (54,36) (54,37) (54,38) (54,39) (54,40) (54,71) (55,1) (55,2) (55,3) (55,4) (55,5) (55,6)
